# Chi2 Rg SupportVolume
4.12223e+04 7.46431e+01 7.55261e+06
3.20099e+00 7.13886e+01 7.55261e+06
3.17666e+00 7.02839e+01 7.55261e+06
3.15303e+00 7.01009e+01 7.55261e+06
3.12982e+00 7.01744e+01 7.55261e+06
3.10680e+00 7.03840e+01 7.55261e+06
3.08418e+00 7.06266e+01 7.55261e+06
3.06166e+00 7.07784e+01 7.55261e+06
3.03913e+00 7.09358e+01 7.55261e+06
3.01669e+00 7.11467e+01 7.55261e+06
2.99436e+00 7.13890e+01 7.55261e+06
2.97208e+00 7.16364e+01 7.55261e+06
2.94985e+00 7.19017e+01 7.55261e+06
2.92767e+00 7.21836e+01 7.55261e+06
2.90560e+00 7.24497e+01 7.55261e+06
2.88362e+00 7.27253e+01 7.55261e+06
2.86178e+00 7.30045e+01 7.55261e+06
2.84011e+00 7.32788e+01 7.55261e+06
2.81855e+00 7.35469e+01 7.55261e+06
2.79725e+00 7.38105e+01 7.55261e+06
2.77624e+00 7.40580e+01 7.55261e+06
2.75552e+00 7.42933e+01 7.55261e+06
2.73501e+00 7.45276e+01 7.55261e+06
2.71473e+00 7.47557e+01 7.55261e+06
2.69470e+00 7.49795e+01 7.55261e+06
2.67492e+00 7.51923e+01 7.55261e+06
2.65537e+00 7.53997e+01 7.55261e+06
2.63608e+00 7.56008e+01 7.55261e+06
2.61713e+00 7.57979e+01 7.55261e+06
2.59853e+00 7.59888e+01 7.55261e+06
2.58022e+00 7.61718e+01 7.55261e+06
2.56208e+00 7.63501e+01 7.55261e+06
2.54413e+00 7.65259e+01 7.55261e+06
2.52634e+00 7.66949e+01 7.55261e+06
2.50879e+00 7.68571e+01 7.55261e+06
2.49138e+00 7.70132e+01 7.55261e+06
2.47415e+00 7.71639e+01 7.55261e+06
2.45715e+00 7.73091e+01 7.55261e+06
2.44038e+00 7.74471e+01 7.55261e+06
2.42382e+00 7.75751e+01 7.55261e+06
2.40751e+00 7.77009e+01 7.55261e+06
2.39138e+00 7.78222e+01 7.55261e+06
2.37545e+00 7.79388e+01 7.55261e+06
2.35969e+00 7.80507e+01 7.55261e+06
2.34414e+00 7.81569e+01 7.55261e+06
2.32874e+00 7.82568e+01 7.55261e+06
2.31350e+00 7.83547e+01 7.55261e+06
2.29841e+00 7.84494e+01 7.55261e+06
2.28347e+00 7.85417e+01 7.55261e+06
2.26869e+00 7.86317e+01 7.55261e+06
2.25407e+00 7.87174e+01 7.55261e+06
2.23954e+00 7.87992e+01 7.55261e+06
2.22519e+00 7.88791e+01 7.55261e+06
2.21103e+00 7.89569e+01 7.55261e+06
2.19701e+00 7.90336e+01 7.55261e+06
2.18313e+00 7.91112e+01 7.55261e+06
2.16939e+00 7.91865e+01 7.55261e+06
2.15579e+00 7.92598e+01 7.55261e+06
2.14233e+00 7.93297e+01 7.55261e+06
2.12897e+00 7.93989e+01 7.55261e+06
2.11576e+00 7.94644e+01 7.55261e+06
2.10266e+00 7.95280e+01 7.55261e+06
2.08969e+00 7.95899e+01 7.55261e+06
2.07684e+00 7.96499e+01 7.55261e+06
2.06414e+00 7.97065e+01 7.55261e+06
2.05156e+00 7.97593e+01 7.55261e+06
2.03908e+00 7.98106e+01 7.55261e+06
