# Chi2 Rg SupportVolume
4.17827e+04 1.32412e+02 7.55261e+06
3.20265e+00 1.33290e+02 7.55261e+06
3.18009e+00 1.31998e+02 7.55261e+06
3.15787e+00 1.30727e+02 7.55261e+06
3.13547e+00 1.29354e+02 7.55261e+06
3.11303e+00 1.28016e+02 7.55261e+06
3.09058e+00 1.26685e+02 7.55261e+06
3.06802e+00 1.25443e+02 7.55261e+06
3.04549e+00 1.24282e+02 7.55261e+06
3.02320e+00 1.23217e+02 7.55261e+06
3.00114e+00 1.22233e+02 7.55261e+06
2.97933e+00 1.21315e+02 7.55261e+06
2.95789e+00 1.20467e+02 7.55261e+06
2.93675e+00 1.19679e+02 7.55261e+06
2.91589e+00 1.18943e+02 7.55261e+06
2.89523e+00 1.18263e+02 7.55261e+06
2.87470e+00 1.17622e+02 7.55261e+06
2.85431e+00 1.17013e+02 7.55261e+06
2.83415e+00 1.16431e+02 7.55261e+06
2.81429e+00 1.15876e+02 7.55261e+06
2.79466e+00 1.15354e+02 7.55261e+06
2.77523e+00 1.14860e+02 7.55261e+06
2.75598e+00 1.14391e+02 7.55261e+06
2.73696e+00 1.13942e+02 7.55261e+06
2.71826e+00 1.13520e+02 7.55261e+06
2.69973e+00 1.13117e+02 7.55261e+06
2.68138e+00 1.12725e+02 7.55261e+06
2.66337e+00 1.12342e+02 7.55261e+06
2.64554e+00 1.11975e+02 7.55261e+06
2.62787e+00 1.11624e+02 7.55261e+06
2.61044e+00 1.11284e+02 7.55261e+06
2.59322e+00 1.10960e+02 7.55261e+06
2.57625e+00 1.10650e+02 7.55261e+06
2.55942e+00 1.10350e+02 7.55261e+06
2.54277e+00 1.10059e+02 7.55261e+06
2.52631e+00 1.09779e+02 7.55261e+06
2.50997e+00 1.09507e+02 7.55261e+06
2.49374e+00 1.09240e+02 7.55261e+06
2.47769e+00 1.08979e+02 7.55261e+06
2.46184e+00 1.08731e+02 7.55261e+06
2.44619e+00 1.08490e+02 7.55261e+06
2.43064e+00 1.08254e+02 7.55261e+06
2.41529e+00 1.08029e+02 7.55261e+06
2.40009e+00 1.07809e+02 7.55261e+06
2.38507e+00 1.07596e+02 7.55261e+06
2.37026e+00 1.07390e+02 7.55261e+06
2.35569e+00 1.07190e+02 7.55261e+06
2.34128e+00 1.06997e+02 7.55261e+06
2.32705e+00 1.06810e+02 7.55261e+06
2.31302e+00 1.06628e+02 7.55261e+06
2.29918e+00 1.06449e+02 7.55261e+06
2.28553e+00 1.06275e+02 7.55261e+06
2.27208e+00 1.06104e+02 7.55261e+06
2.25879e+00 1.05938e+02 7.55261e+06
2.24566e+00 1.05775e+02 7.55261e+06
2.23262e+00 1.05614e+02 7.55261e+06
2.21969e+00 1.05455e+02 7.55261e+06
2.20692e+00 1.05297e+02 7.55261e+06
2.19431e+00 1.05141e+02 7.55261e+06
2.18182e+00 1.04987e+02 7.55261e+06
2.16947e+00 1.04837e+02 7.55261e+06
2.15724e+00 1.04686e+02 7.55261e+06
2.14510e+00 1.04536e+02 7.55261e+06
2.13302e+00 1.04388e+02 7.55261e+06
2.12104e+00 1.04244e+02 7.55261e+06
2.10916e+00 1.04101e+02 7.55261e+06
2.09741e+00 1.03960e+02 7.55261e+06
2.08576e+00 1.03820e+02 7.55261e+06
2.07422e+00 1.03681e+02 7.55261e+06
2.06283e+00 1.03544e+02 7.55261e+06
2.05153e+00 1.03409e+02 7.55261e+06
2.04032e+00 1.03274e+02 7.55261e+06
2.02923e+00 1.03143e+02 7.55261e+06
2.01828e+00 1.03013e+02 7.55261e+06
2.00739e+00 1.02886e+02 7.55261e+06
1.99656e+00 1.02759e+02 7.55261e+06
1.98583e+00 1.02634e+02 7.55261e+06
1.97524e+00 1.02511e+02 7.55261e+06
1.96479e+00 1.02389e+02 7.55261e+06
1.95445e+00 1.02268e+02 7.55261e+06
1.94426e+00 1.02147e+02 7.55261e+06
1.93417e+00 1.02029e+02 7.55261e+06
1.92423e+00 1.01911e+02 7.55261e+06
1.91441e+00 1.01796e+02 7.55261e+06
1.90474e+00 1.01682e+02 7.55261e+06
1.89519e+00 1.01568e+02 7.55261e+06
1.88572e+00 1.01455e+02 7.55261e+06
1.87629e+00 1.01343e+02 7.55261e+06
1.86692e+00 1.01231e+02 7.55261e+06
1.85764e+00 1.01120e+02 7.55261e+06
1.84849e+00 1.01010e+02 7.55261e+06
1.83946e+00 1.00903e+02 7.55261e+06
1.83052e+00 1.00798e+02 7.55261e+06
1.82168e+00 1.00693e+02 7.55261e+06
1.81295e+00 1.00591e+02 7.55261e+06
1.80435e+00 1.00491e+02 7.55261e+06
