# res(1/A),Eco80_DENSS/Eco80_DENSS_0_aligned,Eco80_DENSS/Eco80_DENSS_1_aligned,Eco80_DENSS/Eco80_DENSS_2_aligned,Eco80_DENSS/Eco80_DENSS_3_aligned,Eco80_DENSS/Eco80_DENSS_4_aligned,Eco80_DENSS/Eco80_DENSS_5_aligned,Eco80_DENSS/Eco80_DENSS_6_aligned,Eco80_DENSS/Eco80_DENSS_7_aligned,Eco80_DENSS/Eco80_DENSS_8_aligned,Eco80_DENSS/Eco80_DENSS_9_aligned,Eco80_DENSS/Eco80_DENSS_10_aligned,Eco80_DENSS/Eco80_DENSS_11_aligned,Eco80_DENSS/Eco80_DENSS_12_aligned,Eco80_DENSS/Eco80_DENSS_13_aligned,Eco80_DENSS/Eco80_DENSS_14_aligned,Eco80_DENSS/Eco80_DENSS_15_aligned,Eco80_DENSS/Eco80_DENSS_16_aligned,Eco80_DENSS/Eco80_DENSS_17_aligned,Eco80_DENSS/Eco80_DENSS_18_aligned,Eco80_DENSS/Eco80_DENSS_19_aligned,Eco80_DENSS/Eco80_DENSS_20_aligned,Eco80_DENSS/Eco80_DENSS_21_aligned,Eco80_DENSS/Eco80_DENSS_22_aligned,Eco80_DENSS/Eco80_DENSS_23_aligned,Eco80_DENSS/Eco80_DENSS_24_aligned,Eco80_DENSS/Eco80_DENSS_25_aligned,Eco80_DENSS/Eco80_DENSS_26_aligned,Eco80_DENSS/Eco80_DENSS_27_aligned,Eco80_DENSS/Eco80_DENSS_28_aligned,Eco80_DENSS/Eco80_DENSS_29_aligned,Eco80_DENSS/Eco80_DENSS_30_aligned,Eco80_DENSS/Eco80_DENSS_31_aligned,Eco80_DENSS/Eco80_DENSS_32_aligned,Eco80_DENSS/Eco80_DENSS_33_aligned,Eco80_DENSS/Eco80_DENSS_34_aligned,Eco80_DENSS/Eco80_DENSS_36_aligned,Eco80_DENSS/Eco80_DENSS_37_aligned,Eco80_DENSS/Eco80_DENSS_38_aligned,Eco80_DENSS/Eco80_DENSS_39_aligned
0.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00
5.09684e-03 9.74479e-01 9.79393e-01 9.80037e-01 9.47544e-01 9.96817e-01 9.90078e-01 9.91540e-01 9.41203e-01 9.97531e-01 9.93637e-01 9.85344e-01 9.94191e-01 9.81012e-01 9.52745e-01 9.88996e-01 9.95609e-01 9.89727e-01 9.62898e-01 9.85717e-01 9.95928e-01 9.88320e-01 9.91830e-01 9.89970e-01 9.91900e-01 9.95666e-01 9.97658e-01 9.78632e-01 9.95945e-01 9.96484e-01 9.95545e-01 9.94380e-01 9.90803e-01 9.94378e-01 9.90118e-01 9.68215e-01 9.82803e-01 9.91865e-01 9.87148e-01 9.80192e-01
1.01937e-02 9.43519e-01 9.26233e-01 9.40155e-01 8.67913e-01 9.70786e-01 9.53656e-01 9.60113e-01 8.82650e-01 9.78964e-01 9.66520e-01 9.43440e-01 9.59758e-01 9.28992e-01 8.90314e-01 9.58959e-01 9.64615e-01 9.53710e-01 9.07757e-01 9.43433e-01 9.69871e-01 9.58237e-01 9.57277e-01 9.53045e-01 9.68705e-01 9.69889e-01 9.80498e-01 9.25447e-01 9.82240e-01 9.67532e-01 9.71772e-01 9.70565e-01 9.51691e-01 9.59579e-01 9.60979e-01 8.97493e-01 9.38481e-01 9.66101e-01 9.50896e-01 9.23664e-01
1.52905e-02 9.04611e-01 8.00117e-01 8.41405e-01 7.69540e-01 8.52677e-01 8.51441e-01 8.42920e-01 8.47480e-01 8.96308e-01 8.54495e-01 8.28450e-01 8.16582e-01 7.96383e-01 8.10765e-01 8.55801e-01 8.21223e-01 8.17704e-01 8.07774e-01 8.27983e-01 8.53394e-01 8.76839e-01 8.31155e-01 8.26952e-01 8.80885e-01 8.80423e-01 8.93298e-01 8.00069e-01 9.21960e-01 8.42783e-01 8.71541e-01 8.84374e-01 8.27997e-01 8.34079e-01 8.53062e-01 7.66060e-01 8.13942e-01 8.59482e-01 8.42436e-01 7.79139e-01
2.03874e-02 8.54281e-01 6.69865e-01 7.37516e-01 6.70744e-01 6.91708e-01 7.47959e-01 6.61867e-01 7.02591e-01 7.89670e-01 6.92779e-01 6.89723e-01 5.97251e-01 6.49074e-01 7.36322e-01 7.13897e-01 6.05605e-01 6.36397e-01 6.14071e-01 6.97765e-01 6.85561e-01 7.75908e-01 6.60175e-01 6.36062e-01 7.42102e-01 7.56554e-01 7.49991e-01 6.86464e-01 8.22198e-01 6.71435e-01 7.31702e-01 7.60485e-01 6.80144e-01 6.55415e-01 6.82231e-01 6.49946e-01 6.36163e-01 6.71102e-01 6.98001e-01 6.48009e-01
2.54842e-02 8.04989e-01 6.30374e-01 7.19680e-01 6.25903e-01 6.66701e-01 7.44395e-01 5.56936e-01 5.24413e-01 7.67721e-01 5.97836e-01 6.31717e-01 5.00620e-01 6.41120e-01 6.95276e-01 6.61525e-01 5.20908e-01 5.84111e-01 5.11034e-01 6.64278e-01 6.11624e-01 7.70735e-01 5.84043e-01 5.42217e-01 6.78585e-01 6.74532e-01 6.77957e-01 6.67265e-01 7.72786e-01 6.24101e-01 6.82563e-01 7.15567e-01 6.70347e-01 6.28366e-01 6.24943e-01 6.17014e-01 5.31439e-01 5.60077e-01 6.45130e-01 6.58482e-01
3.05810e-02 7.21269e-01 5.30122e-01 6.69268e-01 5.59382e-01 6.21028e-01 6.24524e-01 4.68842e-01 4.39826e-01 6.64866e-01 4.76195e-01 5.28238e-01 4.67255e-01 6.33377e-01 6.31417e-01 6.18461e-01 4.57951e-01 5.75095e-01 4.88669e-01 5.47669e-01 4.91089e-01 7.30746e-01 4.60774e-01 4.71591e-01 5.70976e-01 4.52614e-01 5.88543e-01 6.22016e-01 6.66782e-01 5.45396e-01 6.11978e-01 6.15237e-01 5.98536e-01 6.30384e-01 6.13798e-01 5.36611e-01 4.77653e-01 4.99222e-01 5.52251e-01 6.38151e-01
3.56779e-02 6.12242e-01 4.43996e-01 5.53347e-01 4.51116e-01 4.67875e-01 4.11503e-01 4.46768e-01 4.02559e-01 4.84483e-01 3.80917e-01 4.10855e-01 3.92529e-01 5.60371e-01 5.57859e-01 5.26674e-01 3.52019e-01 5.39761e-01 4.46267e-01 3.80230e-01 3.71266e-01 5.76213e-01 3.08481e-01 3.91862e-01 3.70845e-01 2.36437e-01 4.75900e-01 5.34176e-01 5.15005e-01 4.50934e-01 4.71295e-01 5.04245e-01 4.44485e-01 5.17895e-01 5.59278e-01 4.32162e-01 4.28608e-01 4.56984e-01 3.78529e-01 5.17647e-01
4.07747e-02 4.55131e-01 4.11127e-01 3.55212e-01 4.88648e-01 3.39903e-01 2.87316e-01 5.24010e-01 3.58077e-01 3.87923e-01 3.69141e-01 4.30466e-01 3.13429e-01 5.23916e-01 5.01337e-01 4.54114e-01 2.99808e-01 4.73280e-01 4.07302e-01 3.59790e-01 3.99129e-01 4.46740e-01 2.83250e-01 3.12403e-01 1.78367e-01 2.52919e-01 3.81102e-01 5.27915e-01 4.96645e-01 4.86918e-01 4.08030e-01 5.26554e-01 3.84200e-01 3.09011e-01 4.16664e-01 4.41228e-01 4.32514e-01 4.75947e-01 2.29449e-01 4.22692e-01
4.58716e-02 2.83772e-01 3.45369e-01 2.13999e-01 5.17846e-01 2.66061e-01 2.89056e-01 4.83712e-01 2.86347e-01 3.10289e-01 3.60929e-01 4.13143e-01 2.43789e-01 4.64785e-01 3.95476e-01 3.54812e-01 2.42343e-01 3.52342e-01 3.41732e-01 4.08027e-01 4.36854e-01 3.60410e-01 2.30698e-01 2.02880e-01 4.50726e-02 3.28168e-01 3.06370e-01 4.77379e-01 5.08572e-01 4.88422e-01 2.88446e-01 5.69462e-01 3.79985e-01 1.49418e-01 2.59907e-01 4.16679e-01 3.57974e-01 5.25564e-01 1.26665e-01 3.47109e-01
