# res(1/A),2mMMg_DENSS/2mMMg_DENSS_0_aligned,2mMMg_DENSS/2mMMg_DENSS_2_aligned,2mMMg_DENSS/2mMMg_DENSS_3_aligned,2mMMg_DENSS/2mMMg_DENSS_4_aligned,2mMMg_DENSS/2mMMg_DENSS_5_aligned,2mMMg_DENSS/2mMMg_DENSS_6_aligned,2mMMg_DENSS/2mMMg_DENSS_7_aligned,2mMMg_DENSS/2mMMg_DENSS_8_aligned,2mMMg_DENSS/2mMMg_DENSS_9_aligned,2mMMg_DENSS/2mMMg_DENSS_10_aligned,2mMMg_DENSS/2mMMg_DENSS_11_aligned,2mMMg_DENSS/2mMMg_DENSS_12_aligned,2mMMg_DENSS/2mMMg_DENSS_13_aligned,2mMMg_DENSS/2mMMg_DENSS_14_aligned,2mMMg_DENSS/2mMMg_DENSS_15_aligned,2mMMg_DENSS/2mMMg_DENSS_16_aligned,2mMMg_DENSS/2mMMg_DENSS_17_aligned,2mMMg_DENSS/2mMMg_DENSS_18_aligned,2mMMg_DENSS/2mMMg_DENSS_19_aligned,2mMMg_DENSS/2mMMg_DENSS_20_aligned,2mMMg_DENSS/2mMMg_DENSS_21_aligned,2mMMg_DENSS/2mMMg_DENSS_22_aligned,2mMMg_DENSS/2mMMg_DENSS_23_aligned,2mMMg_DENSS/2mMMg_DENSS_24_aligned,2mMMg_DENSS/2mMMg_DENSS_25_aligned,2mMMg_DENSS/2mMMg_DENSS_26_aligned,2mMMg_DENSS/2mMMg_DENSS_27_aligned,2mMMg_DENSS/2mMMg_DENSS_28_aligned,2mMMg_DENSS/2mMMg_DENSS_29_aligned,2mMMg_DENSS/2mMMg_DENSS_30_aligned,2mMMg_DENSS/2mMMg_DENSS_31_aligned,2mMMg_DENSS/2mMMg_DENSS_32_aligned,2mMMg_DENSS/2mMMg_DENSS_33_aligned,2mMMg_DENSS/2mMMg_DENSS_34_aligned,2mMMg_DENSS/2mMMg_DENSS_35_aligned,2mMMg_DENSS/2mMMg_DENSS_36_aligned,2mMMg_DENSS/2mMMg_DENSS_37_aligned,2mMMg_DENSS/2mMMg_DENSS_38_aligned,2mMMg_DENSS/2mMMg_DENSS_39_aligned
0.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00
4.80584e-03 9.83853e-01 9.93700e-01 9.66971e-01 9.87795e-01 9.67548e-01 9.93878e-01 9.92890e-01 9.88129e-01 9.88009e-01 9.95606e-01 9.92413e-01 9.96030e-01 9.64044e-01 9.89335e-01 9.92260e-01 9.95554e-01 9.56070e-01 9.92546e-01 9.92394e-01 9.90883e-01 9.62989e-01 9.91904e-01 9.94139e-01 9.85663e-01 9.75551e-01 9.57875e-01 9.75399e-01 9.93405e-01 9.69568e-01 9.58511e-01 9.72472e-01 9.86891e-01 9.90659e-01 9.57988e-01 9.89254e-01 9.47370e-01 9.91688e-01 9.85469e-01 9.93357e-01
9.61169e-03 9.54764e-01 9.53516e-01 9.23353e-01 9.42190e-01 9.36270e-01 9.65285e-01 9.56851e-01 9.45418e-01 9.54051e-01 9.58166e-01 9.61398e-01 9.59503e-01 9.13010e-01 9.47806e-01 9.63094e-01 9.60899e-01 8.94067e-01 9.55633e-01 9.58719e-01 9.55183e-01 9.09813e-01 9.54648e-01 9.56892e-01 9.33715e-01 9.19029e-01 9.00695e-01 9.51975e-01 9.53292e-01 9.29891e-01 8.99190e-01 9.43436e-01 9.39073e-01 9.51073e-01 8.97382e-01 9.44110e-01 8.76130e-01 9.50098e-01 9.44117e-01 9.59220e-01
1.44175e-02 8.74830e-01 8.20307e-01 8.67616e-01 7.89765e-01 8.33236e-01 8.53375e-01 8.46505e-01 8.11168e-01 8.34943e-01 8.29642e-01 8.31818e-01 8.27878e-01 8.55459e-01 8.15266e-01 8.53891e-01 8.25423e-01 8.39066e-01 8.19584e-01 8.41084e-01 8.46445e-01 8.39798e-01 8.39430e-01 8.36808e-01 7.94556e-01 8.07291e-01 8.50829e-01 9.21876e-01 8.07646e-01 8.60236e-01 8.12103e-01 9.15640e-01 7.94882e-01 8.19019e-01 8.04519e-01 8.02886e-01 8.21621e-01 8.05175e-01 8.22877e-01 8.24625e-01
1.92234e-02 7.60674e-01 6.73786e-01 7.91423e-01 6.03423e-01 6.17437e-01 6.95044e-01 7.33178e-01 6.45071e-01 6.59178e-01 6.82141e-01 6.50513e-01 6.69454e-01 7.94226e-01 6.71537e-01 7.17913e-01 6.40099e-01 7.92696e-01 6.63561e-01 7.02907e-01 7.42249e-01 7.56286e-01 7.21270e-01 7.12572e-01 6.69474e-01 7.36248e-01 8.04076e-01 8.32610e-01 6.27490e-01 7.27898e-01 6.88867e-01 8.59993e-01 6.34872e-01 6.49802e-01 6.67536e-01 6.51629e-01 7.84617e-01 6.34046e-01 6.70638e-01 6.47200e-01
2.40292e-02 7.06452e-01 6.30338e-01 7.11896e-01 5.09813e-01 4.66725e-01 5.75339e-01 7.12480e-01 6.14209e-01 5.39393e-01 6.01884e-01 5.72299e-01 5.89493e-01 6.91787e-01 6.18950e-01 6.53736e-01 5.02987e-01 7.06557e-01 6.34872e-01 6.87333e-01 7.39817e-01 6.86539e-01 6.89452e-01 7.01711e-01 6.90335e-01 7.51563e-01 7.10396e-01 7.22556e-01 5.39833e-01 5.73992e-01 5.53173e-01 7.41974e-01 5.96856e-01 5.88566e-01 4.73223e-01 6.42502e-01 6.81560e-01 5.91448e-01 6.37967e-01 5.97853e-01
2.88351e-02 6.46293e-01 5.26119e-01 5.96988e-01 4.57836e-01 4.20259e-01 4.59043e-01 5.70222e-01 5.94189e-01 5.09309e-01 4.35078e-01 5.05367e-01 4.00690e-01 4.72139e-01 5.35643e-01 5.73822e-01 3.71958e-01 5.23082e-01 6.05461e-01 6.82365e-01 6.34092e-01 5.67023e-01 5.53647e-01 6.23700e-01 6.28575e-01 6.79621e-01 4.85108e-01 5.89179e-01 4.36893e-01 3.97018e-01 3.87562e-01 5.41186e-01 5.45115e-01 5.16286e-01 2.31684e-01 6.10015e-01 4.39337e-01 5.82768e-01 5.97358e-01 5.54993e-01
3.36409e-02 4.60275e-01 2.34291e-01 5.35113e-01 2.55855e-01 3.90809e-01 3.59757e-01 2.03171e-01 4.19176e-01 4.15769e-01 1.37126e-01 3.03091e-01 8.67344e-02 2.56269e-01 1.97164e-01 3.57466e-01 1.06607e-01 3.83247e-01 3.22291e-01 4.79827e-01 2.33899e-01 5.69653e-01 2.04541e-01 3.61620e-01 1.86694e-01 4.06475e-01 3.22414e-01 5.01374e-01 2.21518e-01 2.30672e-01 2.52751e-01 3.04321e-01 2.81992e-01 3.57787e-01 1.66305e-01 3.62947e-01 2.92557e-01 4.30690e-01 3.39843e-01 3.12442e-01
3.84468e-02 2.35122e-01 1.20424e-01 5.16797e-01 2.15141e-01 2.94792e-01 3.17069e-01 3.58842e-02 2.29441e-01 2.58201e-01 1.32024e-01 2.16788e-01 3.27219e-02 2.55998e-01 -4.17569e-02 2.60064e-01 1.11449e-02 3.73442e-01 1.45245e-01 3.05607e-01 9.29144e-02 5.33573e-01 5.79076e-02 2.73413e-01 -9.21908e-02 2.90437e-01 3.48334e-01 3.87723e-01 2.08617e-01 2.23767e-01 2.90862e-01 2.00489e-01 1.84122e-01 3.27400e-01 1.76183e-01 2.66781e-01 2.96811e-01 3.67040e-01 9.55036e-02 1.52149e-01
4.32526e-02 1.04929e-01 1.08236e-01 4.95237e-01 2.50739e-01 2.58610e-01 2.79087e-01 -1.64068e-02 1.35882e-01 8.90766e-02 2.86594e-01 1.90906e-01 1.09452e-01 3.06865e-01 -8.46701e-02 2.79280e-01 3.97747e-02 2.91392e-01 1.36302e-01 2.60918e-01 1.59876e-01 4.22129e-01 4.23380e-02 3.05479e-01 -1.44202e-01 2.20444e-01 3.22386e-01 2.99096e-01 2.34430e-01 2.51127e-01 2.98622e-01 1.28067e-01 1.88731e-01 3.83203e-01 1.28473e-01 2.81104e-01 2.52402e-01 3.20607e-01 4.59231e-02 1.01328e-01
