"","Estimate","Std..Error","t.value","Pr...t..","Condition"
"I.max...1",185052.127855998,761.707772372628,242.943730611521,0.00000000000000000000000000000000000000000000000000000000000000000220392653946758,"Eco80"
"I.min...2",123.962199263597,997.342973562652,0.124292447582787,0.901691112202569,"Eco80"
"K...3",0.238938986443894,0.00564330175963434,42.3402817394929,0.0000000000000000000000000000000000182566776234247,"Eco80"
"I.max...4",187300.498204442,1449.51926450658,129.215597743849,0.0000000000000000000000000000000000000000000000000000000300847295742696,"NTPCM"
"I.min...5",436.010878289742,1088.31445035585,0.400629503860009,0.690723673520116,"NTPCM"
"K...6",0.258276925110394,0.00958153443182499,26.9556955567085,0.000000000000000000000000000387059974068301,"NTPCM"
"I.max...7",179284.94162277,1641.55420044833,109.216583633855,0.0000000000000000000000000000000000000000000000000000343967398568647,"WMCM"
"I.min...8",0,1390.84683663658,0,1,"WMCM"
"K...9",0.321338021511557,0.0148957390360777,21.5724792662702,0.00000000000000000000000240984079184792,"WMCM"
