"FAM.error","BHQ1.error","dH.error","dS.error","dG.error","Error.type","R","Total"
-50,-50,0.65240025491741,0.591382781504308,0.468982885233849,"None",1,200
-50,-48.989898989899,0.41123589193549,2.49625369838742,0.362977192619361,"None",0.98019801980198,202.020202020202
-50,-47.979797979798,1.14557900865189,4.6024215754818,0.281862042983782,"None",0.961165048543689,204.040404040404
-50,-46.969696969697,3.91106180781036,12.8036328191154,0.0599849110382706,"None",0.942857142857143,206.060606060606
-50,-45.959595959596,4.70597214672517,15.0924303118936,0.025054885491393,"None",0.925233644859813,208.080808080808
-50,-44.9494949494949,5.63578512744172,17.795299986495,0.116572836630304,"None",0.908256880733945,210.10101010101
-50,-43.9393939393939,6.50592242297748,20.3224398738147,0.202917696113865,"None",0.891891891891892,212.121212121212
-50,-42.9292929292929,8.67332480855649,26.7807201012938,0.367284469140223,"None",0.876106194690266,214.141414141414
-50,-41.9191919191919,9.49734247326016,29.1758841723527,0.448441997204974,"None",0.860869565217391,216.161616161616
-50,-40.9090909090909,12.0026283223312,36.6241114765565,0.643660147877178,"None",0.846153846153846,218.181818181818
-50,-39.8989898989899,12.861957436187,39.1325918823338,0.724984063881141,"None",0.831932773109244,220.20202020202
-50,-38.8888888888889,13.6138208894395,41.3189319685894,0.798754139381458,"None",0.818181818181818,222.222222222222
-50,-37.8787878787879,14.3182196046445,43.3650390687763,0.868552737463514,"None",0.804878048780488,224.242424242424
-50,-36.8686868686869,15.31121286711,46.2826241469465,0.956656987934515,"None",0.792,226.262626262626
-50,-35.8585858585859,16.5053124307144,49.8079818129389,1.05736687143139,"None",0.779527559055118,228.282828282828
-50,-34.8484848484848,17.8549434637415,53.8058404237023,1.1670620563302,"None",0.767441860465116,230.30303030303
-50,-33.8383838383838,19.4765929997374,58.627738670837,1.29319985097735,"None",0.755725190839695,232.323232323232
-50,-32.8282828282828,20.065334624265,60.3367055714917,1.35190539126689,"None",0.744360902255639,234.343434343434
-50,-31.8181818181818,22.7723283316413,68.4885887519531,1.53059253022311,"None",0.733333333333333,236.363636363636
-50,-30.8080808080808,25.8892253857633,77.8623444442656,1.74021925637435,"None",0.722627737226277,238.383838383838
-50,-29.7979797979798,36.7816977252842,111.029793945557,2.34580713306969,"None",0.712230215827338,240.40404040404
-50,-28.7878787878788,39.1412313177442,118.195931988037,2.48276301165464,"None",0.702127659574468,242.424242424242
-50,-27.7777777777778,43.5874032148663,131.766370012525,2.72006355548156,"None",0.692307692307692,244.444444444444
-50,-26.7676767676768,44.3462442608796,134.0559689566,2.7687854889901,"None",0.682758620689655,246.464646464646
-50,-25.7575757575758,44.6682215070744,134.986577152664,2.8021346031757,"None",0.673469387755102,248.484848484848
-50,-24.7474747474747,45.3409314312054,136.991160240899,2.85312308249041,"None",0.664429530201342,250.505050505051
-50,-23.7373737373737,45.6518602744157,137.879668251408,2.88848116624138,"None",0.655629139072848,252.525252525253
-50,-22.7272727272727,46.1545441443144,139.413987551799,2.91529590512378,"None",0.647058823529412,254.545454545455
-50,-21.7171717171717,46.3205428308674,139.855746715622,2.94428298701717,"None",0.638709677419355,256.565656565657
-50,-20.7070707070707,46.8114723305514,141.359685043162,2.9687660144148,"None",0.630573248407643,258.585858585859
-50,-19.6969696969697,46.9567596341221,141.741560961132,2.99561450202691,"None",0.622641509433962,260.606060606061
-50,-18.6868686868687,47.0938814307616,142.100232397783,3.02149435258935,"None",0.614906832298137,262.626262626263
-50,-17.6767676767677,47.2235189227355,142.437689490445,3.04646952727404,"None",0.607361963190184,264.646464646465
-50,-16.6666666666667,47.3462791243729,142.755700497624,3.0705986150349,"None",0.6,266.666666666667
-50,-15.6565656565657,47.4627054066706,143.055847343111,3.09393435320482,"None",0.592814371257485,268.686868686869
-50,-14.6464646464646,47.8907077926256,144.374839361081,3.11285136478649,"None",0.585798816568047,270.707070707071
-50,-13.6363636363636,47.9941001762674,144.637559746382,3.13476102092702,"None",0.578947368421053,272.727272727273
-50,-12.6262626262626,48.4219974876794,145.96153096886,3.15202865768744,"None",0.572254335260116,274.747474747475
-50,-11.6161616161616,48.5140074266902,146.191624741609,3.17267501308002,"None",0.565714285714286,276.767676767677
-50,-10.6060606060606,48.601787701623,146.409986656456,3.19273034012328,"None",0.559322033898305,278.787878787879
-50,-9.59595959595959,48.6856316333919,146.617461053067,3.21222608778327,"None",0.553072625698324,280.808080808081
-50,-8.58585858585858,48.7658006396456,146.814797160133,3.2311913004303,"None",0.546961325966851,282.828282828283
-50,-7.57575757575757,48.8425363987537,147.002687738386,3.24965279669332,"None",0.540983606557377,284.848484848485
-50,-6.56565656565656,48.9160580436657,147.18175844347,3.26763566242344,"None",0.535135135135135,286.868686868687
-50,-5.55555555555555,48.9868619504825,147.353550458944,3.28515827564116,"None",0.529411764705882,288.888888888889
-50,-4.54545454545454,49.055321716977,147.519207931283,3.30223937708948,"None",0.523809523809524,290.909090909091
-50,-3.53535353535353,49.1210896717,147.677521547872,3.3189063636276,"None",0.518324607329843,292.929292929293
-50,-2.52525252525252,49.4739937158598,148.774669125881,3.3315300864677,"None",0.512953367875648,294.949494949495
-50,-1.51515151515152,49.5775448630328,149.060505586117,3.34642905549854,"None",0.507692307692308,296.969696969697
-50,-0.505050505050505,49.5917284369542,149.052902359972,3.36297077000903,"None",0.50253807106599,298.989898989899
-50,0.505050505050505,49.6478184342412,149.184795150249,3.37815421839136,"None",0.49748743718593,301.010101010101
