"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-54.107830737219,1.78160340713632,-130.063496683278,5.38092968639983,-13.7686372409002,0.114137490178042,0.181361379441891,NA,NA
"2 Global fit",-54.5019500501551,1.75564857108568,-131.258828066928,5.29347628732299,-13.7920245251975,0.11503281542361,0.181361379441891,NA,NA
"3 1/Tm vs lnCT",-50.542999759728,5.47904221628594,-119.725352044676,16.138760694598,-13.4125763301125,0.475710000038145,NA,NA,NA
