"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-70.3730134554952,0.649245545374958,-177.6307635105,1.94466637664415,-15.2808321527137,0.046192362202863,0.352744925290054,1.16575760507674,4.4456483302809
"2 Global fit",-70.4877997924015,15.1055212711587,-177.97310395598,45.2276784289388,-15.2894416004542,1.08002287768846,0.352744925290054,1.16575760507674,4.4456483302809
"3 1/Tm vs lnCT",-100.503453560129,3.80995650112366,-267.571551308784,11.2452460406764,-17.5214883527356,0.322590785071935,NA,1.16575760507674,4.4456483302809
