<<<<<<< HEAD
"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R"
"1 VH plot",-59.6,1.5,-158.9,4.8,-10.3,0,0.297142679914788,0.858618162449026
"2 Global fit",-59.3,81.9,-158,261.7,-10.3,0.8,0.297142679914788,0.858618162449026
"3 1/Tm vs lnCT",-104.698892438399,5.86961795436314,-300.223350119028,18.470750254406,-11.5906248659849,0.142873415497259,NA,0.858618162449026
=======
"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-59.0241196276588,1.1606443579795,-157.110597408377,3.70761766154939,-10.2962678414508,0.0131112895272244,0.447704907657894,0.858618162449026,10.4222861785075
"2 Global fit",-58.5182119345501,7.61204526860604,-155.484848639333,24.33098249155,-10.2945861290608,0.0808871684177671,0.447704907657894,0.858618162449026,10.4222861785075
"3 1/Tm vs lnCT",-104.698892438399,5.86961795436314,-300.223350119028,18.470750254406,-11.5906248659849,0.142873415497259,NA,0.858618162449026,10.4222861785075
>>>>>>> parent of e3aa427... Update figures and drafts
