"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-55.9928082579921,0.216065995865409,-135.952800968816,0.656502684876563,-13.827047037514,0.0125388678897203,0.423570993028423,1.34700434343878,0.910154884898507
"2 Global fit",-55.9658309468835,8.87975045906421,-135.871931054357,26.9585992020319,-13.8251515303746,0.521713943057444,0.423570993028423,1.34700434343878,0.910154884898507
"3 1/Tm vs lnCT",-140.785395871705,6.97425548809849,-392.894261368814,20.9001925500497,-18.9370985933953,0.492419290999794,NA,1.34700434343878,0.910154884898507
