# Chi2 Rg SupportVolume
4.17116e+04 1.24218e+02 7.55261e+06
3.19876e+00 1.23221e+02 7.55261e+06
3.17452e+00 1.22211e+02 7.55261e+06
3.15160e+00 1.21620e+02 7.55261e+06
3.12933e+00 1.21173e+02 7.55261e+06
3.10739e+00 1.20746e+02 7.55261e+06
3.08567e+00 1.20333e+02 7.55261e+06
3.06413e+00 1.19906e+02 7.55261e+06
3.04265e+00 1.19489e+02 7.55261e+06
3.02125e+00 1.19075e+02 7.55261e+06
3.00006e+00 1.18662e+02 7.55261e+06
2.97909e+00 1.18260e+02 7.55261e+06
2.95836e+00 1.17867e+02 7.55261e+06
2.93777e+00 1.17484e+02 7.55261e+06
2.91739e+00 1.17125e+02 7.55261e+06
2.89730e+00 1.16777e+02 7.55261e+06
2.87742e+00 1.16449e+02 7.55261e+06
2.85771e+00 1.16120e+02 7.55261e+06
2.83821e+00 1.15805e+02 7.55261e+06
2.81893e+00 1.15505e+02 7.55261e+06
2.79999e+00 1.15225e+02 7.55261e+06
2.78124e+00 1.14968e+02 7.55261e+06
2.76272e+00 1.14722e+02 7.55261e+06
2.74442e+00 1.14482e+02 7.55261e+06
2.72628e+00 1.14251e+02 7.55261e+06
2.70835e+00 1.14028e+02 7.55261e+06
2.69065e+00 1.13820e+02 7.55261e+06
2.67317e+00 1.13620e+02 7.55261e+06
2.65583e+00 1.13428e+02 7.55261e+06
2.63862e+00 1.13248e+02 7.55261e+06
2.62154e+00 1.13078e+02 7.55261e+06
2.60460e+00 1.12917e+02 7.55261e+06
2.58783e+00 1.12765e+02 7.55261e+06
2.57129e+00 1.12618e+02 7.55261e+06
2.55492e+00 1.12477e+02 7.55261e+06
2.53875e+00 1.12342e+02 7.55261e+06
2.52277e+00 1.12211e+02 7.55261e+06
2.50692e+00 1.12089e+02 7.55261e+06
2.49123e+00 1.11974e+02 7.55261e+06
2.47572e+00 1.11865e+02 7.55261e+06
2.46046e+00 1.11763e+02 7.55261e+06
2.44533e+00 1.11664e+02 7.55261e+06
2.43033e+00 1.11570e+02 7.55261e+06
2.41544e+00 1.11481e+02 7.55261e+06
2.40068e+00 1.11396e+02 7.55261e+06
2.38606e+00 1.11317e+02 7.55261e+06
2.37161e+00 1.11243e+02 7.55261e+06
2.35729e+00 1.11173e+02 7.55261e+06
2.34310e+00 1.11107e+02 7.55261e+06
2.32904e+00 1.11045e+02 7.55261e+06
2.31508e+00 1.10985e+02 7.55261e+06
2.30129e+00 1.10928e+02 7.55261e+06
2.28770e+00 1.10873e+02 7.55261e+06
2.27424e+00 1.10824e+02 7.55261e+06
2.26096e+00 1.10778e+02 7.55261e+06
2.24782e+00 1.10735e+02 7.55261e+06
2.23479e+00 1.10694e+02 7.55261e+06
2.22184e+00 1.10655e+02 7.55261e+06
2.20900e+00 1.10622e+02 7.55261e+06
2.19621e+00 1.10591e+02 7.55261e+06
2.18352e+00 1.10562e+02 7.55261e+06
2.17099e+00 1.10536e+02 7.55261e+06
2.15859e+00 1.10513e+02 7.55261e+06
2.14632e+00 1.10493e+02 7.55261e+06
2.13414e+00 1.10476e+02 7.55261e+06
2.12208e+00 1.10461e+02 7.55261e+06
2.11017e+00 1.10449e+02 7.55261e+06
2.09836e+00 1.10438e+02 7.55261e+06
2.08664e+00 1.10429e+02 7.55261e+06
2.07504e+00 1.10420e+02 7.55261e+06
2.06355e+00 1.10415e+02 7.55261e+06
2.05217e+00 1.10411e+02 7.55261e+06
