"Estimate","Std..Error","t.value","Pr...t.."
187433.185217513,1091.06433306512,171.789306585579,3.22147887306191e-60
0,810.30612566779,0,1
0.28119762871259,0.00766718468627513,36.6754734910659,5.68140062299908e-33
