# Chi2 Rg SupportVolume
2.93777e+05 1.53625e+02 1.13952e+07
1.72726e+01 1.56063e+02 1.13952e+07
1.70910e+01 1.56358e+02 1.13952e+07
1.69111e+01 1.56126e+02 1.13952e+07
1.67270e+01 1.55753e+02 1.13952e+07
1.65395e+01 1.55248e+02 1.13952e+07
1.63493e+01 1.54655e+02 1.13952e+07
1.61582e+01 1.54055e+02 1.13952e+07
1.59691e+01 1.53419e+02 1.13952e+07
1.57823e+01 1.52813e+02 1.13952e+07
1.55976e+01 1.52213e+02 1.13952e+07
1.54152e+01 1.51615e+02 1.13952e+07
1.52344e+01 1.51029e+02 1.13952e+07
1.50574e+01 1.50461e+02 1.13952e+07
1.48844e+01 1.49919e+02 1.13952e+07
1.47152e+01 1.49404e+02 1.13952e+07
1.45494e+01 1.48901e+02 1.13952e+07
1.43863e+01 1.48404e+02 1.13952e+07
1.42260e+01 1.47917e+02 1.13952e+07
1.40681e+01 1.47435e+02 1.13952e+07
1.39129e+01 1.46956e+02 1.13952e+07
1.37611e+01 1.46492e+02 1.13952e+07
1.36126e+01 1.46037e+02 1.13952e+07
1.34673e+01 1.45585e+02 1.13952e+07
1.33248e+01 1.45143e+02 1.13952e+07
1.31849e+01 1.44712e+02 1.13952e+07
1.30476e+01 1.44288e+02 1.13952e+07
1.29124e+01 1.43868e+02 1.13952e+07
1.27798e+01 1.43458e+02 1.13952e+07
1.26495e+01 1.43054e+02 1.13952e+07
1.25214e+01 1.42654e+02 1.13952e+07
1.23952e+01 1.42258e+02 1.13952e+07
1.22709e+01 1.41863e+02 1.13952e+07
1.21482e+01 1.41470e+02 1.13952e+07
1.20273e+01 1.41081e+02 1.13952e+07
1.19088e+01 1.40698e+02 1.13952e+07
1.17919e+01 1.40320e+02 1.13952e+07
1.16766e+01 1.39945e+02 1.13952e+07
1.15633e+01 1.39578e+02 1.13952e+07
1.14517e+01 1.39219e+02 1.13952e+07
1.13422e+01 1.38866e+02 1.13952e+07
1.12340e+01 1.38520e+02 1.13952e+07
1.11273e+01 1.38175e+02 1.13952e+07
1.10218e+01 1.37837e+02 1.13952e+07
1.09172e+01 1.37503e+02 1.13952e+07
1.08143e+01 1.37172e+02 1.13952e+07
1.07127e+01 1.36844e+02 1.13952e+07
1.06123e+01 1.36518e+02 1.13952e+07
1.05135e+01 1.36197e+02 1.13952e+07
1.04162e+01 1.35880e+02 1.13952e+07
1.03202e+01 1.35567e+02 1.13952e+07
1.02253e+01 1.35255e+02 1.13952e+07
1.01315e+01 1.34947e+02 1.13952e+07
1.00384e+01 1.34640e+02 1.13952e+07
9.94643e+00 1.34337e+02 1.13952e+07
9.85557e+00 1.34036e+02 1.13952e+07
9.76603e+00 1.33740e+02 1.13952e+07
9.67791e+00 1.33448e+02 1.13952e+07
9.59091e+00 1.33160e+02 1.13952e+07
9.50511e+00 1.32876e+02 1.13952e+07
9.42057e+00 1.32597e+02 1.13952e+07
9.33713e+00 1.32322e+02 1.13952e+07
9.25477e+00 1.32050e+02 1.13952e+07
9.17358e+00 1.31783e+02 1.13952e+07
9.09327e+00 1.31518e+02 1.13952e+07
9.01399e+00 1.31257e+02 1.13952e+07
8.93553e+00 1.31000e+02 1.13952e+07
8.85805e+00 1.30745e+02 1.13952e+07
8.78136e+00 1.30491e+02 1.13952e+07
8.70522e+00 1.30239e+02 1.13952e+07
8.62990e+00 1.29989e+02 1.13952e+07
8.55562e+00 1.29741e+02 1.13952e+07
8.48216e+00 1.29498e+02 1.13952e+07
8.40963e+00 1.29258e+02 1.13952e+07
8.33793e+00 1.29020e+02 1.13952e+07
8.26690e+00 1.28785e+02 1.13952e+07
8.19665e+00 1.28551e+02 1.13952e+07
8.12732e+00 1.28318e+02 1.13952e+07
8.05862e+00 1.28088e+02 1.13952e+07
7.99064e+00 1.27860e+02 1.13952e+07
7.92326e+00 1.27633e+02 1.13952e+07
7.85655e+00 1.27408e+02 1.13952e+07
7.79027e+00 1.27184e+02 1.13952e+07
7.72465e+00 1.26961e+02 1.13952e+07
7.65977e+00 1.26739e+02 1.13952e+07
7.59564e+00 1.26519e+02 1.13952e+07
7.53206e+00 1.26299e+02 1.13952e+07
7.46906e+00 1.26083e+02 1.13952e+07
7.40683e+00 1.25869e+02 1.13952e+07
7.34510e+00 1.25656e+02 1.13952e+07
7.28389e+00 1.25446e+02 1.13952e+07
7.22351e+00 1.25238e+02 1.13952e+07
7.16379e+00 1.25031e+02 1.13952e+07
7.10465e+00 1.24827e+02 1.13952e+07
7.04603e+00 1.24624e+02 1.13952e+07
6.98801e+00 1.24422e+02 1.13952e+07
6.93062e+00 1.24222e+02 1.13952e+07
6.87397e+00 1.24024e+02 1.13952e+07
6.81798e+00 1.23827e+02 1.13952e+07
6.76253e+00 1.23633e+02 1.13952e+07
6.70745e+00 1.23439e+02 1.13952e+07
6.65273e+00 1.23246e+02 1.13952e+07
6.59851e+00 1.23055e+02 1.13952e+07
6.54478e+00 1.22865e+02 1.13952e+07
6.49162e+00 1.22679e+02 1.13952e+07
6.43902e+00 1.22492e+02 1.13952e+07
6.38684e+00 1.22307e+02 1.13952e+07
6.33522e+00 1.22124e+02 1.13952e+07
6.28420e+00 1.21943e+02 1.13952e+07
6.23367e+00 1.21762e+02 1.13952e+07
6.18352e+00 1.21582e+02 1.13952e+07
6.13402e+00 1.21403e+02 1.13952e+07
6.08494e+00 1.21226e+02 1.13952e+07
6.03624e+00 1.21050e+02 1.13952e+07
5.98803e+00 1.20875e+02 1.13952e+07
5.94033e+00 1.20702e+02 1.13952e+07
5.89308e+00 1.20530e+02 1.13952e+07
5.84641e+00 1.20358e+02 1.13952e+07
5.80031e+00 1.20188e+02 1.13952e+07
5.75485e+00 1.20020e+02 1.13952e+07
5.70999e+00 1.19854e+02 1.13952e+07
5.66550e+00 1.19689e+02 1.13952e+07
5.62149e+00 1.19526e+02 1.13952e+07
5.57801e+00 1.19364e+02 1.13952e+07
5.53512e+00 1.19204e+02 1.13952e+07
5.49267e+00 1.19046e+02 1.13952e+07
5.45069e+00 1.18889e+02 1.13952e+07
5.40909e+00 1.18734e+02 1.13952e+07
5.36792e+00 1.18579e+02 1.13952e+07
5.32729e+00 1.18426e+02 1.13952e+07
5.28713e+00 1.18274e+02 1.13952e+07
5.24729e+00 1.18122e+02 1.13952e+07
5.20788e+00 1.17972e+02 1.13952e+07
5.16878e+00 1.17823e+02 1.13952e+07
5.13012e+00 1.17675e+02 1.13952e+07
5.09191e+00 1.17529e+02 1.13952e+07
5.05405e+00 1.17383e+02 1.13952e+07
5.01653e+00 1.17239e+02 1.13952e+07
4.97935e+00 1.17095e+02 1.13952e+07
4.94248e+00 1.16951e+02 1.13952e+07
4.90593e+00 1.16809e+02 1.13952e+07
4.86980e+00 1.16668e+02 1.13952e+07
4.83410e+00 1.16528e+02 1.13952e+07
4.79865e+00 1.16389e+02 1.13952e+07
4.76351e+00 1.16251e+02 1.13952e+07
4.72864e+00 1.16113e+02 1.13952e+07
4.69412e+00 1.15976e+02 1.13952e+07
4.66008e+00 1.15840e+02 1.13952e+07
4.62626e+00 1.15704e+02 1.13952e+07
4.59265e+00 1.15570e+02 1.13952e+07
4.55936e+00 1.15436e+02 1.13952e+07
4.52637e+00 1.15302e+02 1.13952e+07
4.49361e+00 1.15169e+02 1.13952e+07
4.46118e+00 1.15037e+02 1.13952e+07
4.42910e+00 1.14906e+02 1.13952e+07
4.39737e+00 1.14776e+02 1.13952e+07
4.36598e+00 1.14647e+02 1.13952e+07
4.33491e+00 1.14519e+02 1.13952e+07
4.30408e+00 1.14392e+02 1.13952e+07
4.27351e+00 1.14265e+02 1.13952e+07
4.24328e+00 1.14139e+02 1.13952e+07
4.21335e+00 1.14014e+02 1.13952e+07
4.18368e+00 1.13889e+02 1.13952e+07
4.15425e+00 1.13765e+02 1.13952e+07
4.12526e+00 1.13643e+02 1.13952e+07
4.09659e+00 1.13522e+02 1.13952e+07
4.06827e+00 1.13401e+02 1.13952e+07
4.04032e+00 1.13282e+02 1.13952e+07
4.01267e+00 1.13163e+02 1.13952e+07
3.98532e+00 1.13045e+02 1.13952e+07
3.95831e+00 1.12928e+02 1.13952e+07
3.93156e+00 1.12812e+02 1.13952e+07
3.90509e+00 1.12696e+02 1.13952e+07
3.87883e+00 1.12581e+02 1.13952e+07
3.85283e+00 1.12468e+02 1.13952e+07
3.82715e+00 1.12355e+02 1.13952e+07
3.80176e+00 1.12243e+02 1.13952e+07
3.77658e+00 1.12132e+02 1.13952e+07
3.75163e+00 1.12021e+02 1.13952e+07
3.72698e+00 1.11911e+02 1.13952e+07
3.70256e+00 1.11801e+02 1.13952e+07
3.67839e+00 1.11692e+02 1.13952e+07
3.65451e+00 1.11584e+02 1.13952e+07
3.63094e+00 1.11476e+02 1.13952e+07
3.60770e+00 1.11370e+02 1.13952e+07
3.58466e+00 1.11263e+02 1.13952e+07
3.56184e+00 1.11157e+02 1.13952e+07
3.53913e+00 1.11051e+02 1.13952e+07
3.51658e+00 1.10946e+02 1.13952e+07
3.49422e+00 1.10841e+02 1.13952e+07
3.47204e+00 1.10737e+02 1.13952e+07
3.45006e+00 1.10633e+02 1.13952e+07
3.42825e+00 1.10530e+02 1.13952e+07
3.40664e+00 1.10427e+02 1.13952e+07
3.38519e+00 1.10325e+02 1.13952e+07
3.36388e+00 1.10223e+02 1.13952e+07
3.34283e+00 1.10121e+02 1.13952e+07
3.32196e+00 1.10020e+02 1.13952e+07
3.30125e+00 1.09920e+02 1.13952e+07
3.28073e+00 1.09819e+02 1.13952e+07
3.26037e+00 1.09719e+02 1.13952e+07
3.24018e+00 1.09620e+02 1.13952e+07
3.22013e+00 1.09521e+02 1.13952e+07
3.20019e+00 1.09422e+02 1.13952e+07
3.18037e+00 1.09323e+02 1.13952e+07
3.16071e+00 1.09225e+02 1.13952e+07
3.14123e+00 1.09127e+02 1.13952e+07
3.12189e+00 1.09030e+02 1.13952e+07
3.10271e+00 1.08933e+02 1.13952e+07
3.08368e+00 1.08836e+02 1.13952e+07
3.06481e+00 1.08740e+02 1.13952e+07
3.04608e+00 1.08644e+02 1.13952e+07
3.02753e+00 1.08549e+02 1.13952e+07
3.00912e+00 1.08454e+02 1.13952e+07
2.99091e+00 1.08360e+02 1.13952e+07
2.97294e+00 1.08267e+02 1.13952e+07
2.95514e+00 1.08174e+02 1.13952e+07
2.93750e+00 1.08082e+02 1.13952e+07
2.92001e+00 1.07990e+02 1.13952e+07
2.90269e+00 1.07899e+02 1.13952e+07
2.88550e+00 1.07809e+02 1.13952e+07
