# res(1/A),25mMMg_DENSS/25mMMg_DENSS_0_aligned,25mMMg_DENSS/25mMMg_DENSS_1_aligned,25mMMg_DENSS/25mMMg_DENSS_2_aligned,25mMMg_DENSS/25mMMg_DENSS_3_aligned,25mMMg_DENSS/25mMMg_DENSS_4_aligned,25mMMg_DENSS/25mMMg_DENSS_5_aligned,25mMMg_DENSS/25mMMg_DENSS_6_aligned,25mMMg_DENSS/25mMMg_DENSS_7_aligned,25mMMg_DENSS/25mMMg_DENSS_8_aligned,25mMMg_DENSS/25mMMg_DENSS_9_aligned,25mMMg_DENSS/25mMMg_DENSS_10_aligned,25mMMg_DENSS/25mMMg_DENSS_11_aligned,25mMMg_DENSS/25mMMg_DENSS_12_aligned,25mMMg_DENSS/25mMMg_DENSS_13_aligned,25mMMg_DENSS/25mMMg_DENSS_14_aligned,25mMMg_DENSS/25mMMg_DENSS_15_aligned,25mMMg_DENSS/25mMMg_DENSS_16_aligned,25mMMg_DENSS/25mMMg_DENSS_17_aligned,25mMMg_DENSS/25mMMg_DENSS_18_aligned,25mMMg_DENSS/25mMMg_DENSS_19_aligned,25mMMg_DENSS/25mMMg_DENSS_20_aligned,25mMMg_DENSS/25mMMg_DENSS_22_aligned,25mMMg_DENSS/25mMMg_DENSS_23_aligned,25mMMg_DENSS/25mMMg_DENSS_24_aligned,25mMMg_DENSS/25mMMg_DENSS_25_aligned,25mMMg_DENSS/25mMMg_DENSS_26_aligned,25mMMg_DENSS/25mMMg_DENSS_27_aligned,25mMMg_DENSS/25mMMg_DENSS_28_aligned,25mMMg_DENSS/25mMMg_DENSS_29_aligned,25mMMg_DENSS/25mMMg_DENSS_30_aligned,25mMMg_DENSS/25mMMg_DENSS_31_aligned,25mMMg_DENSS/25mMMg_DENSS_32_aligned,25mMMg_DENSS/25mMMg_DENSS_33_aligned,25mMMg_DENSS/25mMMg_DENSS_34_aligned,25mMMg_DENSS/25mMMg_DENSS_35_aligned,25mMMg_DENSS/25mMMg_DENSS_36_aligned,25mMMg_DENSS/25mMMg_DENSS_37_aligned,25mMMg_DENSS/25mMMg_DENSS_39_aligned
0.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00
4.44385e-03 9.88748e-01 9.87795e-01 9.47242e-01 9.60659e-01 9.84250e-01 9.65615e-01 9.87795e-01 9.86205e-01 9.48345e-01 9.76595e-01 9.75707e-01 9.38839e-01 9.91607e-01 9.84295e-01 9.76740e-01 9.63060e-01 9.68809e-01 9.77815e-01 9.92344e-01 9.64098e-01 9.67390e-01 9.83713e-01 9.85944e-01 9.88073e-01 9.69559e-01 9.35757e-01 9.55651e-01 9.93332e-01 9.91489e-01 9.68448e-01 9.73067e-01 9.90536e-01 9.85457e-01 9.92774e-01 9.60284e-01 9.54445e-01 9.71796e-01 9.63043e-01
8.88770e-03 9.41514e-01 9.58336e-01 8.61490e-01 8.81556e-01 9.35032e-01 9.05077e-01 9.58336e-01 9.37491e-01 8.72655e-01 9.46473e-01 9.00153e-01 8.41615e-01 9.43722e-01 9.19468e-01 9.30660e-01 8.74043e-01 8.99484e-01 9.24203e-01 9.51484e-01 9.08691e-01 8.96089e-01 9.28431e-01 9.30132e-01 9.38318e-01 9.10924e-01 8.37004e-01 8.93911e-01 9.51296e-01 9.34792e-01 9.13406e-01 9.09732e-01 9.43079e-01 9.33962e-01 9.54275e-01 9.09103e-01 8.75406e-01 9.15114e-01 8.91821e-01
1.33316e-02 7.74745e-01 8.62032e-01 7.38303e-01 7.33297e-01 7.75677e-01 7.92813e-01 8.62032e-01 7.66837e-01 7.81246e-01 8.89312e-01 6.99191e-01 7.07373e-01 7.96644e-01 7.35157e-01 8.15800e-01 6.75358e-01 7.28772e-01 7.84590e-01 7.88417e-01 8.15272e-01 7.40929e-01 7.66571e-01 7.49505e-01 7.81142e-01 7.88762e-01 7.22808e-01 8.26027e-01 7.93365e-01 7.57581e-01 7.89992e-01 7.56560e-01 7.91927e-01 7.59205e-01 8.11259e-01 8.44287e-01 7.53015e-01 7.85998e-01 7.63905e-01
1.77754e-02 5.66909e-01 6.84681e-01 6.01630e-01 5.91400e-01 5.62750e-01 6.68793e-01 6.84681e-01 5.35022e-01 7.28200e-01 7.91849e-01 4.93215e-01 5.97489e-01 6.32284e-01 5.12888e-01 6.65244e-01 4.89865e-01 5.19256e-01 6.01266e-01 5.63317e-01 6.83520e-01 5.79159e-01 5.87020e-01 5.16324e-01 5.88050e-01 6.36840e-01 6.53858e-01 7.69422e-01 6.00076e-01 5.58507e-01 6.13929e-01 5.86095e-01 6.13688e-01 5.53784e-01 6.33594e-01 7.51262e-01 6.28767e-01 6.25536e-01 6.29225e-01
2.22193e-02 5.00389e-01 5.08937e-01 5.65967e-01 5.29886e-01 4.98565e-01 6.25649e-01 5.08937e-01 3.59641e-01 7.01226e-01 6.89022e-01 4.72105e-01 5.85658e-01 6.21362e-01 4.20917e-01 5.60190e-01 4.99193e-01 4.27930e-01 5.16491e-01 4.40214e-01 5.69290e-01 5.37674e-01 5.64404e-01 3.94402e-01 4.97114e-01 5.28766e-01 6.26578e-01 6.92804e-01 5.56412e-01 4.77886e-01 4.96018e-01 5.24144e-01 5.48388e-01 4.78385e-01 5.96420e-01 6.70987e-01 5.89456e-01 5.73655e-01 5.76266e-01
2.66631e-02 5.33666e-01 3.66042e-01 4.97406e-01 5.06550e-01 5.30630e-01 5.81766e-01 3.66042e-01 3.03315e-01 6.52039e-01 5.31478e-01 4.78322e-01 6.83189e-01 6.17660e-01 4.14949e-01 5.11749e-01 5.98123e-01 5.20014e-01 5.36101e-01 3.73175e-01 5.14767e-01 5.39105e-01 6.05758e-01 4.16688e-01 3.84377e-01 4.40485e-01 5.86448e-01 5.19554e-01 5.03497e-01 3.82491e-01 4.35534e-01 5.37411e-01 4.57903e-01 4.78258e-01 5.26785e-01 6.05588e-01 5.16751e-01 5.68260e-01 5.13987e-01
3.11070e-02 4.67673e-01 3.45938e-01 3.99730e-01 4.87972e-01 4.33358e-01 4.90366e-01 3.45938e-01 2.52259e-01 4.99380e-01 3.60542e-01 3.91134e-01 6.98757e-01 5.10109e-01 3.80664e-01 4.45435e-01 5.24723e-01 5.59046e-01 4.90800e-01 3.43669e-01 4.70183e-01 4.93401e-01 5.49098e-01 3.94199e-01 2.27067e-01 4.60196e-01 5.27185e-01 3.32378e-01 2.92710e-01 2.55544e-01 4.09164e-01 5.74005e-01 2.80418e-01 3.61712e-01 3.39026e-01 5.22479e-01 4.71855e-01 4.72864e-01 4.18618e-01
3.55508e-02 4.30123e-01 2.64368e-01 2.88982e-01 4.67214e-01 2.70137e-01 4.14093e-01 2.64368e-01 2.45871e-01 4.18000e-01 2.68558e-01 2.88394e-01 6.43196e-01 4.33606e-01 3.83871e-01 4.08966e-01 3.32977e-01 4.64715e-01 3.95126e-01 3.71429e-01 4.45127e-01 3.95918e-01 4.59001e-01 3.26906e-01 1.80478e-01 5.40292e-01 5.09698e-01 2.82527e-01 1.17586e-01 1.84633e-01 3.58679e-01 5.87626e-01 1.72777e-01 2.67655e-01 1.23899e-01 4.08062e-01 4.25835e-01 3.38491e-01 3.02432e-01
3.99947e-02 4.90700e-01 1.96096e-01 2.36756e-01 4.03672e-01 1.60654e-01 3.70362e-01 1.96096e-01 2.33060e-01 3.59169e-01 2.45423e-01 2.27573e-01 5.46596e-01 3.56707e-01 4.18784e-01 3.44581e-01 2.09931e-01 3.24365e-01 2.62292e-01 3.79274e-01 4.09772e-01 2.59321e-01 2.80514e-01 2.72016e-01 2.15651e-01 4.92232e-01 5.06028e-01 3.09117e-01 8.34166e-02 1.16200e-01 2.10844e-01 4.47897e-01 1.61874e-01 2.17469e-01 -2.06260e-02 2.89483e-01 3.54348e-01 2.30956e-01 2.72704e-01
