"i","Mg.T","Mg.free","Mg.free.NTP","Mg.free.WMCM"
84,2.09952866651695,0.0161658837878705,0.0165018821503161,0.633785298226239
84,2.17258666712264,0.0168863831366307,0.0172283270292155,0.656605883846332
84,2.2481868913891,0.0173959493913479,0.0178472915209544,0.680271313772599
84,2.32641780192259,0.0181707049010901,0.0184955579057054,0.704814225937057
84,2.40737093959225,0.0187537132010259,0.0191931378345206,0.730268588862003
84,2.4911410306454,0.0194940780732973,0.0198586637273821,0.756669758522777
84,2.57782609755029,0.0201882248069213,0.0205871025685967,0.784054537650534
84,2.6675275736957,0.0210780570307154,0.0214035181261645,0.812461237569421
84,2.76035042208197,0.0217672931705,0.0222187884299181,0.841929742664965
84,2.85640325814204,0.0226591839388038,0.0230983661700915,0.872501577582771
84,2.95579847683635,0.0236013797332815,0.0240987702286083,0.904219977258884
84,3.05865238417034,0.0243831983597687,0.0250126597463361,0.937129959885336
84,3.16508533328839,0.0253943001443379,0.0260125762052657,0.971278402916493
84,3.27522186530347,0.0263709870942989,0.0270766915807109,1.00671412222378
84,3.38919085502727,0.0273543321702697,0.0280361104931725,1.04348795450826
84,3.50712566177137,0.0285730877339859,0.0291269679911741,1.08165284308232
84,3.62916428539586,0.0296468688385968,0.0302299254009273,1.12126392713323
84,3.75544952778812,0.0308360419173621,0.0315367258536081,1.16237863458306
84,3.88612915996048,0.0320969944149072,0.0328734795520163,1.2021045247783
84,4.02135609496259,0.0332725117559322,0.0341068946050891,1.24662182268724
84,4.16128856681059,0.0346967311722619,0.0355469250878091,1.29285703389083
84,4.30609031564254,0.0361416333790414,0.0370364904351052,1.3408798631875
84,4.45593077931683,0.0376101704909613,0.0383984574205642,1.39076296134672
84,4.61098529167758,0.0390810422637761,0.0401979289288944,1.44258204925147
84,4.77143528771933,0.0408337754398502,0.0418735835924836,1.49641604676614
84,4.93746851589072,0.0424127813934576,0.0436251764277051,1.55234720645627
84,5.10927925778591,0.0441171715887151,0.0453401125679568,1.61345660840608
