"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-45.2057885194012,0.186269356575632,-113.000046293261,0.596831420356995,-10.1588241615461,0.00168155095937173,0.477274547782565,0.986030546963521,10.5554675653432
"2 Global fit",-45.081557596475,7.4521663840954,-112.600507262961,23.9199684747745,-10.1585102688676,0.0564032929064478,0.477274547782565,0.986030546963521,10.5554675653432
