"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-56.7768939655983,1.53855960529112,-146.3551371969,4.80236884316888,-11.3848481639798,0.0499242160347414,0.92560260394473,0.897869842222186,10.7038092463228
"2 Global fit",-54.0250991049158,13.1306904395694,-137.741037022493,41.0947863879119,-11.3047164723897,0.391186140462796,0.92560260394473,0.897869842222186,10.7038092463228
