"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-52.1750934209181,0.370566157365837,-124.956159843824,1.13490270907338,-13.419940445356,0.0187319432175509,0.328328152508094,2.18931564410912,4.55928752790553
"2 Global fit",-52.3916867575701,7.582206381483,-125.616886007424,23.1866948200369,-13.4316095623675,0.393652058418678,0.328328152508094,2.18931564410912,4.55928752790553
