"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-42.9914692720393,1.15706043700077,-101.443557001783,3.57969667627755,-11.5287500679362,0.0468541420606258,0.664917160188616,0.953786331333073,15.3753492942663
"2 Global fit",-42.8028023053781,107.5091485971,-100.860055648727,332.698993417901,-11.5210560459255,4.32590117746949,0.664917160188616,0.953786331333073,15.3753492942663
