"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-56.2516056866687,0.342220715550117,-136.747971299748,1.04051182262767,-13.8392223880517,0.0195541777877002,0.377857757877751,1.34700434343878,0.910154884898507
"2 Global fit",-56.2359307907709,18.3249791329329,-136.700337678207,55.6946460610592,-13.8383210598748,1.05375924199755,0.377857757877751,1.34700434343878,0.910154884898507
