"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-42.925193293715,0.460341435861597,-101.312265229617,1.42321662236979,-11.5031942327492,0.0190906351340772,1.26341810186027,1.03119431771842,7.17989937625604
"2 Global fit",-42.3850535649831,20.4226208463589,-99.6377794789421,63.3356243941522,-11.4823962595893,0.7847786511787,1.26341810186027,1.03119431771842,7.17989937625604
