"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-53.3975839637498,0.967356940544609,-133.387044348159,2.99511021160714,-12.0275921591682,0.038772951403548,0.6770193945003,0.884622678015874,4.87619310596313
"2 Global fit",-52.2795010398552,13.9145334257638,-129.916638111843,43.1621673550699,-11.9858557294669,0.532302758345174,0.6770193945003,0.884622678015874,4.87619310596313
"3 1/Tm vs lnCT",-184.78754492528,15.6583359681133,-542.577857255275,48.4528389771331,-16.5178740547018,0.63168800064936,NA,0.884622678015874,4.87619310596313
