"Well","A","B","Tm","invT","Helix","Condition"
"F1",189.672643748737,1000,67.9185627643964,0.00293196180819157,"I","WMCM"
"F2",189.672643748737,800,67.3377668441081,0.00293696307878764,"I","WMCM"
"F3",189.672643748737,600,66.8624650976096,0.00294106864497725,"I","WMCM"
"F4",189.672643748737,400,65.700950318959,0.00295115005302096,"I","WMCM"
"F5",189.672643748737,250,64.8041361422703,0.00295898139142474,"I","WMCM"
"F6",189.672643748737,200,64.4345963928889,0.00296222046469258,"I","WMCM"
"F7",189.672643748737,150,64.3269653127207,0.00296316520172971,"I","WMCM"
"F8",189.672643748737,100,64.2213588595155,0.0029640927533994,"I","WMCM"
"F9",189.672643748737,50,61.6868645718198,0.0029865289811466,"I","WMCM"
"A1",203.351228838855,1000,48.1146426511311,0.00311269858938671,"J","WMCM"
"A2",203.351228838855,800,47.3754107325886,0.00311987744657877,"J","WMCM"
"A3",203.351228838855,600,46.6411188243123,0.00312704118762405,"J","WMCM"
"A4",203.351228838855,400,45.4267730805526,0.00313896079218289,"J","WMCM"
"A5",203.351228838855,250,44.3220613643403,0.00314988347542296,"J","WMCM"
"A6",203.351228838855,200,43.9525023968128,0.00315355442622345,"J","WMCM"
"A7",203.351228838855,150,43.7384365897417,0.00315568472854895,"J","WMCM"
"A8",203.351228838855,100,43.5800456547267,0.0031572628290848,"J","WMCM"
"B1",203.351228838855,1000,48.0618403712352,0.00311321026909925,"J","WMCM"
"B2",203.351228838855,800,47.5338175722763,0.00311833633380836,"J","WMCM"
"B3",203.351228838855,600,46.5355235422463,0.00312807408017602,"J","WMCM"
"B4",203.351228838855,400,45.4795707215856,0.00313844065927512,"J","WMCM"
"B5",203.351228838855,250,44.2164730879039,0.00315093144612985,"J","WMCM"
"B6",203.351228838855,200,44.005296535031,0.00315302948090462,"J","WMCM"
"B7",203.351228838855,150,43.7912335680801,0.00315515904554967,"J","WMCM"
"B8",203.351228838855,100,43.4216547197117,0.0031588425087691,"J","WMCM"
"C1",203.351228838855,1000,47.9562358114434,0.00311423413336392,"J","WMCM"
"C2",203.351228838855,800,47.3754107325886,0.00311987744657877,"J","WMCM"
"C3",203.351228838855,600,46.6939164653454,0.00312652499710229,"J","WMCM"
"C4",203.351228838855,400,45.4795707215856,0.00313844065927512,"J","WMCM"
"C5",203.351228838855,250,44.1636789496857,0.00315145569302281,"J","WMCM"
"C6",203.351228838855,200,43.8469141203764,0.00315460484142208,"J","WMCM"
"C7",203.351228838855,150,43.5800456547267,0.0031572628290848,"J","WMCM"
"C8",203.351228838855,100,43.5272486763884,0.00315778921340161,"J","WMCM"
"A1",222.749434934811,1000,48.6428912396396,0.00310758884743448,"G","Ecoli80"
"A2",222.749434934811,800,47.7452219027828,0.00311628198784137,"G","Ecoli80"
"A3",222.749434934811,600,47.6972710214054,0.00311674771867791,"G","Ecoli80"
"A4",222.749434934811,400,46.3773796976817,0.00312962225943248,"G","Ecoli80"
"A5",222.749434934811,250,45.6828826031632,0.00313643935291535,"G","Ecoli80"
"A6",222.749434934811,200,46.1053417400601,0.0031322890152742,"G","Ecoli80"
"A7",222.749434934811,150,46.5414486008408,0.00312801610545603,"G","Ecoli80"
"A8",222.749434934811,100,46.8581731004444,0.00312492018660448,"G","Ecoli80"
"B1",222.749434934811,1000,48.4316749250851,0.00310962992599923,"G","Ecoli80"
"B2",222.749434934811,800,47.9564382173373,0.00311423217034085,"G","Ecoli80"
"B3",222.749434934811,600,47.6972710214054,0.00311674771867791,"G","Ecoli80"
"B4",222.749434934811,400,46.4829710035796,0.00312858838329542,"G","Ecoli80"
"B5",222.749434934811,250,45.6300752110511,0.00313695891858342,"G","Ecoli80"
"B6",222.749434934811,200,45.5244604268268,0.00313799856650143,"G","Ecoli80"
"B7",222.749434934811,150,45.855212185033,0.00313474501921294,"G","Ecoli80"
"B8",222.749434934811,100,46.3302989344384,0.00313008346159465,"G","Ecoli80"
"C1",222.749434934811,1000,48.1676545318919,0.00311218504771186,"G","Ecoli80"
"C2",222.749434934811,800,47.6396137455055,0.00311730790883192,"G","Ecoli80"
"C3",222.749434934811,600,47.6444753684565,0.0031172606661989,"G","Ecoli80"
"C4",222.749434934811,400,46.8525405742222,0.00312497518990184,"G","Ecoli80"
"C5",222.749434934811,250,46.1053417400601,0.0031322890152742,"G","Ecoli80"
