# 1/resolution, FSC; Resolution=34.5 +- 2.8 A
0.00000e+00 1.00000e+00
4.44385e-03 9.93853e-01
8.88770e-03 9.63236e-01
1.33316e-02 8.58419e-01
1.77754e-02 7.42721e-01
2.22193e-02 7.11581e-01
2.66631e-02 5.99850e-01
3.11070e-02 4.08196e-01
3.55508e-02 2.90093e-01
3.99947e-02 1.90615e-01
4.44385e-02 1.30494e-01
4.88824e-02 9.36696e-02
5.33262e-02 5.51955e-02
5.77701e-02 4.81150e-02
6.22139e-02 4.29510e-02
6.66578e-02 2.48562e-02
7.11016e-02 1.94215e-02
7.55455e-02 2.19350e-02
7.99893e-02 1.49740e-02
8.44332e-02 2.19945e-02
8.88770e-02 2.36699e-02
9.33209e-02 1.40236e-02
9.77647e-02 8.31814e-03
1.02209e-01 6.08962e-03
1.06652e-01 9.80660e-04
1.11096e-01 -1.25502e-02
1.15540e-01 -1.38902e-02
1.19984e-01 -4.07707e-03
1.24428e-01 5.39607e-04
1.28872e-01 -1.93492e-03
1.33316e-01 -6.60482e-03
