# Chi2 Rg SupportVolume
2.94702e+05 1.03646e+02 1.13952e+07
1.72719e+01 1.03365e+02 1.13952e+07
1.71046e+01 1.03808e+02 1.13952e+07
1.69465e+01 1.03791e+02 1.13952e+07
1.67939e+01 1.03624e+02 1.13952e+07
1.66455e+01 1.03379e+02 1.13952e+07
1.65009e+01 1.03059e+02 1.13952e+07
1.63589e+01 1.02695e+02 1.13952e+07
1.62187e+01 1.02253e+02 1.13952e+07
1.60799e+01 1.01846e+02 1.13952e+07
1.59427e+01 1.01447e+02 1.13952e+07
1.58075e+01 1.01106e+02 1.13952e+07
1.56742e+01 1.00833e+02 1.13952e+07
1.55420e+01 1.00583e+02 1.13952e+07
1.54109e+01 1.00365e+02 1.13952e+07
1.52814e+01 1.00185e+02 1.13952e+07
1.51535e+01 1.00018e+02 1.13952e+07
1.50268e+01 9.98843e+01 1.13952e+07
1.49021e+01 9.97823e+01 1.13952e+07
1.47788e+01 9.96959e+01 1.13952e+07
1.46572e+01 9.96233e+01 1.13952e+07
1.45373e+01 9.95738e+01 1.13952e+07
1.44185e+01 9.95440e+01 1.13952e+07
1.43011e+01 9.95177e+01 1.13952e+07
1.41852e+01 9.95001e+01 1.13952e+07
1.40702e+01 9.94944e+01 1.13952e+07
1.39571e+01 9.94952e+01 1.13952e+07
1.38457e+01 9.95031e+01 1.13952e+07
1.37362e+01 9.95138e+01 1.13952e+07
1.36286e+01 9.95360e+01 1.13952e+07
1.35228e+01 9.95636e+01 1.13952e+07
1.34181e+01 9.95946e+01 1.13952e+07
1.33146e+01 9.96293e+01 1.13952e+07
1.32123e+01 9.96602e+01 1.13952e+07
1.31115e+01 9.96914e+01 1.13952e+07
1.30119e+01 9.97238e+01 1.13952e+07
1.29137e+01 9.97565e+01 1.13952e+07
1.28162e+01 9.97905e+01 1.13952e+07
1.27198e+01 9.98222e+01 1.13952e+07
1.26251e+01 9.98519e+01 1.13952e+07
1.25319e+01 9.98811e+01 1.13952e+07
1.24398e+01 9.99098e+01 1.13952e+07
1.23487e+01 9.99392e+01 1.13952e+07
1.22588e+01 9.99667e+01 1.13952e+07
1.21704e+01 9.99981e+01 1.13952e+07
1.20835e+01 1.00026e+02 1.13952e+07
1.19982e+01 1.00054e+02 1.13952e+07
1.19140e+01 1.00082e+02 1.13952e+07
1.18310e+01 1.00108e+02 1.13952e+07
1.17490e+01 1.00131e+02 1.13952e+07
1.16678e+01 1.00156e+02 1.13952e+07
1.15875e+01 1.00181e+02 1.13952e+07
1.15083e+01 1.00203e+02 1.13952e+07
1.14302e+01 1.00223e+02 1.13952e+07
