"","Conc.Mg","Mg.free","CI95","Condition"
"156",31.062124248497,1.47246230790091,"1.13185528282442 to 1.88160949406806","Eco80"
"157",31.2625250501002,1.50305190748063,"1.15579995048602 to 1.91970866789093","Eco80"
"158",31.4629258517034,1.53409395591067,"1.17976043072613 to 1.95783571751509","Eco80"
"159",31.6633266533066,1.56559124739637,"1.2052462495328 to 1.99690449255021","Eco80"
"160",31.8637274549098,1.59760424269107,"1.22912906873703 to 2.03648523573578","Eco80"
"161",32.064128256513,1.63005675619382,"1.25436072582947 to 2.08004733783224","Eco80"
"162",32.2645290581162,1.662969720601,"1.28051588645528 to 2.11960348852363","Eco80"
"163",32.4649298597194,1.69634440980132,"1.30677556430866 to 2.16093825836821","Eco80"
"164",32.6653306613226,1.73019204660658,"1.33322284082926 to 2.20300246024416","Eco80"
"165",32.8657314629259,1.76444876187745,"1.36027950617676 to 2.24567813271208","Eco80"
"166",33.0661322645291,1.79925079062281,"1.38725651072041 to 2.28777905465469","Eco80"
"167",33.2665330661323,1.83453695085857,"1.41597164818338 to 2.33245708008056","Eco80"
"168",33.4669338677355,1.87023965026982,"1.44455971325868 to 2.37498985614601","Eco80"
"169",33.6673346693387,1.90642589125575,"1.4738768331293 to 2.4181730973941","Eco80"
"170",33.8677354709419,1.9430936235893,"1.50402228178887 to 2.46408744736935","Eco80"
"171",34.0681362725451,1.98027721214337,"1.53450963542243 to 2.51022862533124","Eco80"
"172",34.2685370741483,2.01784352715612,"1.56505097067642 to 2.5549813300511","Eco80"
"173",34.4689378757515,2.05597703095563,"1.59638422548751 to 2.60600324759575","Eco80"
"174",34.6693386773547,2.09451163694556,"1.62820648517369 to 2.65368336679211","Eco80"
"175",34.8697394789579,2.13353575123603,"1.66055278666369 to 2.70364715531242","Eco80"
"176",35.0701402805611,2.17303748812259,"1.69387783806854 to 2.75312856212898","Eco80"
"177",35.2705410821643,2.21298625819517,"1.72452440170285 to 2.79908534647567","Eco80"
"178",35.4709418837675,2.25342786971395,"1.75722913856501 to 2.84597533604668","Eco80"
"179",35.6713426853707,2.29431353143946,"1.7923669991372 to 2.89195391060753","Eco80"
"180",35.8717434869739,2.33563543674862,"1.82600115309921 to 2.93721271629518","Eco80"
"181",36.0721442885772,2.37748415530347,"1.86055563808942 to 2.9882700034501","Eco80"
"182",36.2725450901804,2.41975832110802,"1.89587804347211 to 3.03991298386464","Eco80"
"183",36.4729458917836,2.46256439122251,"1.9320558853003 to 3.09200505164917","Eco80"
"184",36.6733466933868,2.5057971544428,"1.96657819188921 to 3.14364239761859","Eco80"
"185",36.87374749499,2.54953073348829,"2.00139387705038 to 3.19415154529213","Eco80"
"186",37.0741482965932,2.59367153109095,"2.03829864283043 to 3.24519199708911","Eco80"
"187",37.2745490981964,2.63828679580169,"2.07482267049412 to 3.29705521786841","Eco80"
"188",37.4749498997996,2.68342504304782,"2.11174366726052 to 3.35163660032648","Eco80"
"189",37.6753507014028,2.72893574009251,"2.14827485679278 to 3.40675670098301","Eco80"
"190",37.875751503006,2.7749658238068,"2.18517840308386 to 3.46252229974472","Eco80"
"191",38.0761523046092,2.82145208117355,"2.22421865368206 to 3.51886254926221","Eco80"
"192",38.2765531062124,2.86844780747806,"2.26382767261661 to 3.57576138409756","Eco80"
"193",38.4769539078156,2.91584065587331,"2.30279144821328 to 3.63518553508218","Eco80"
"194",38.6773547094188,2.96368039071671,"2.34212369465178 to 3.69269853601236","Eco80"
"195",38.877755511022,3.01203960357707,"2.38195157777506 to 3.75073174919353","Eco80"
"196",39.0781563126253,3.06077525125692,"2.42351429298002 to 3.80933372132608","Eco80"
"197",39.2785571142285,3.11007361901285,"2.46667702787694 to 3.86853314644128","Eco80"
"198",39.4789579158317,3.15973200359179,"2.50662565046234 to 3.92687188498767","Eco80"
"199",39.6793587174349,3.20988685156903,"2.54821153207092 to 3.98807506447094","Eco80"
"200",39.8797595190381,3.2605269022313,"2.59050761029231 to 4.04612251677996","Eco80"
"201",40.0801603206413,3.31161323076242,"2.6334162822568 to 4.10744374304549","Eco80"
"202",40.2805611222445,3.3631500571494,"2.67684974858641 to 4.16881731343862","Eco80"
"203",40.4809619238477,3.41520443637185,"2.72162945048152 to 4.23024277722888","Eco80"
"204",40.6813627254509,3.46767673000483,"2.76762480667577 to 4.2917196901349","Eco80"
"205",40.8817635270541,3.52057987874343,"2.81316952249244 to 4.35324761419466","Eco80"
"206",41.0821643286573,3.57387338172685,"2.85798050296577 to 4.41488726712136","Eco80"
"207",41.2825651302605,3.62772119081649,"2.90292022311164 to 4.47658582929585","Eco80"
"208",41.4829659318637,3.68207063018189,"2.94850949616259 to 4.54259228802754","Eco80"
"209",41.6833667334669,3.73682970276987,"2.99380736623949 to 4.60628584301918","Eco80"
"210",41.8837675350701,3.79204626218055,"3.04076973700793 to 4.67036794570704","Eco80"
"211",42.0841683366734,3.84775292309328,"3.08752890998873 to 4.73483075967091","Eco80"
"212",42.2845691382766,3.90385127574155,"3.13778321691687 to 4.7997188597305","Eco80"
"213",42.4849699398798,3.9604274642283,"3.18370209300649 to 4.86721710756755","Eco80"
"214",42.685370741483,4.01747776075307,"3.23215197666927 to 4.93325788715944","Eco80"
"215",42.8857715430862,4.07490317024517,"3.28183462754036 to 4.99960936589902","Eco80"
"216",43.0861723446894,4.13287454004442,"3.33034515508116 to 5.06635718182926","Eco80"
"217",43.2865731462926,4.19122934219795,"3.3807952147718 to 5.13126570280066","Eco80"
"218",43.4869739478958,4.2500457059742,"3.43186694747086 to 5.19902657056385","Eco80"
"219",43.687374749499,4.30938886300228,"3.48347287109219 to 5.26380054234159","Eco80"
"220",43.8877755511022,4.36909085357394,"3.53559910973163 to 5.33206999301818","Eco80"
"221",44.0881763527054,4.42925989346131,"3.58823751065419 to 5.40485702060198","Eco80"
"222",44.2885771543086,4.48987491491155,"3.64138588280859 to 5.47471201448396","Eco80"
"223",44.4889779559118,4.55098465417948,"3.69498601032092 to 5.54453900430651","Eco80"
"224",44.689378757515,4.61256226050346,"3.74766946030146 to 5.61381514320787","Eco80"
"225",44.8897795591182,4.67450646423181,"3.80113901273883 to 5.68272904865124","Eco80"
"226",45.0901803607214,4.73688266463081,"3.85518016006438 to 5.75382719922013","Eco80"
"227",45.2905811623246,4.79974520214687,"3.90977787904967 to 5.8277635417137","Eco80"
"228",45.4909819639279,4.86305151470124,"3.96491781967203 to 5.89955943763886","Eco80"
"229",45.6913827655311,4.92677695675829,"4.02058626299532 to 5.96998715382597","Eco80"
"230",45.8917835671343,4.99096910259561,"4.07677008235527 to 6.04266767151867","Eco80"
"231",46.0921843687375,5.05563581975935,"4.13345670754265 to 6.11579918601604","Eco80"
"232",46.2925851703407,5.12067995701005,"4.1906806199641 to 6.18937311959384","Eco80"
"233",46.4929859719439,5.18617375981623,"4.25030342686973 to 6.26490565459223","Eco80"
"234",46.6933867735471,5.25212644194635,"4.30787604354217 to 6.33887535799703","Eco80"
"235",46.8937875751503,5.31856898501531,"4.3659059151529 to 6.41330443389097","Eco80"
"236",47.0941883767535,5.38531898232838,"4.42457926841229 to 6.48577542749464","Eco80"
"237",47.2945891783567,5.45264261063269,"4.48619216441051 to 6.56436291051205","Eco80"
"238",47.4949899799599,5.52032378166157,"4.54413542288311 to 6.64297621645319","Eco80"
"239",47.6953907815631,5.588482875798,"4.60604815676087 to 6.71622827014329","Eco80"
"240",47.8957915831663,5.65707940691259,"4.66524636832483 to 6.79501610253424","Eco80"
"241",48.0961923847695,5.7261230053763,"4.72674668221764 to 6.87426814093503","Eco80"
"242",48.2965931863727,5.7955750748969,"4.78869725550214 to 6.95397645627349","Eco80"
"243",48.496993987976,5.86546515347662,"4.85108899852763 to 7.03221854751595","Eco80"
"244",48.6973947895792,5.93579462450201,"4.91391313253259 to 7.11265667793684","Eco80"
"245",48.8977955911824,6.00656205753713,"4.9771611744865 to 7.1935903835722","Eco80"
"246",49.0981963927856,6.07781688544927,"5.04082492287835 to 7.27496747360868","Eco80"
"247",49.2985971943888,6.149420399556,"5.10304933049836 to 7.35819438603774","Eco80"
"248",49.498997995992,6.22147555803911,"5.16564082946645 to 7.44026040521118","Eco80"
"249",49.6993987975952,6.2940182317075,"5.23142947228301 to 7.52285782801278","Eco80"
"250",49.8997995991984,6.36697608759911,"5.29820941470931 to 7.6059174745755","Eco80"
"251",50.1002004008016,6.44036458909995,"5.36530169009942 to 7.68574660146084","Eco80"
"252",50.3006012024048,6.51411400149256,"5.43155374427442 to 7.77119916718878","Eco80"
"253",50.501002004008,6.5883138584989,"5.49830337461295 to 7.85686091786652","Eco80"
"254",50.7014028056112,6.66298519591039,"5.56552497523677 to 7.94258458122372","Eco80"
"255",50.9018036072144,6.73807793868677,"5.63320962905202 to 8.02836974132249","Eco80"
"256",51.1022044088176,6.8135911811195,"5.70134042248712 to 8.11448596744452","Eco80"
"257",51.3026052104208,6.88954704452896,"5.76718972669305 to 8.20618070934392","Eco80"
"258",51.5030060120241,6.96592700097613,"5.83342256039139 to 8.29579106040611","Eco80"
"259",51.7034068136273,7.04267923868659,"5.90003290369033 to 8.38628358906541","Eco80"
"260",51.9038076152305,7.11986283758599,"5.96482096281254 to 8.47652908817232","Eco80"
"261",52.1042084168337,7.19750698424955,"6.03385239662128 to 8.56240957201388","Eco80"
"262",52.3046092184369,7.27551692691661,"6.10377615606881 to 8.64835725529585","Eco80"
"263",52.5050100200401,7.35397506100651,"6.17409718664184 to 8.73954930336283","Eco80"
"264",52.7054108216433,7.43286908747753,"6.24480874186547 to 8.82779080275798","Eco80"
"265",52.9058116232465,7.51223016310801,"6.31590426445864 to 8.91641090899657","Eco80"
"266",53.1062124248497,7.5920052781362,"6.38890270488635 to 9.00525365021171","Eco80"
"267",53.3066132264529,7.67209705801103,"6.4576715935811 to 9.09439954421823","Eco80"
"268",53.5070140280561,7.75265832968265,"6.53145286555888 to 9.18584034777295","Eco80"
"269",53.7074148296593,7.83361551526681,"6.60407236422586 to 9.27611395110853","Eco80"
"270",53.9078156312625,7.91503628027226,"6.67704550179329 to 9.36676832537216","Eco80"
"271",54.1082164328657,7.99689200764438,"6.75241119490921 to 9.45779821423526","Eco80"
"272",54.3086172344689,8.07912090491861,"6.82662907156952 to 9.54919847562827","Eco80"
"273",54.5090180360721,8.16185660404583,"6.90121901217129 to 9.64147371592501","Eco80"
"274",54.7094188376754,8.24486399653507,"6.9761752826216 to 9.73529395538448","Eco80"
"275",54.9098196392786,8.32831334015266,"7.0514983078657 to 9.8295193717405","Eco80"
"276",55.1102204408818,8.41225517130236,"7.12720030288413 to 9.92245886641144","Eco80"
"277",55.310621242485,8.49651861777952,"7.20327419803762 to 10.0141381257802","Eco80"
"278",55.5110220440882,8.58122319935263,"7.27823537727155 to 10.1061710198373","Eco80"
"279",55.7114228456914,8.66634947975682,"7.35546890094187 to 10.1997540145143","Eco80"
"280",55.9118236472946,8.75184781203767,"7.43313990076604 to 10.2946867086184","Eco80"
"281",56.1122244488978,8.83782497613828,"7.51124114961121 to 10.3899858494803","Eco80"
"282",56.312625250501,8.92413485336288,"7.58976561355403 to 10.4838917011657","Eco80"
"283",56.5130260521042,9.01082511381166,"7.66774092559154 to 10.5796134465439","Eco80"
"284",56.7134268537074,9.09797955051564,"7.74856999264217 to 10.6757644820016","Eco80"
"285",56.9138276553106,9.18556416427502,"7.82985817498535 to 10.7722896516061","Eco80"
"286",57.1142284569138,9.27345370417871,"7.91328866080685 to 10.8692286642816","Eco80"
"287",57.314629258517,9.36183170421292,"7.99504496419441 to 10.9665785866403","Eco80"
"288",57.5150300601202,9.45055862521761,"8.07727667953075 to 11.064333594183","Eco80"
"289",57.7154308617234,9.53967410877854,"8.15997579841459 to 11.1641992364521","Eco80"
"290",57.9158316633267,9.62919984649174,"8.24083777750882 to 11.262480733779","Eco80"
"291",58.1162324649299,9.71907204247776,"8.32569414727953 to 11.3611332179429","Eco80"
"292",58.3166332665331,9.80932418080076,"8.40539912326142 to 11.4601966787165","Eco80"
"293",58.5170340681363,9.90000811180194,"8.48339920349274 to 11.5596654736782","Eco80"
"294",58.7174348697395,9.99104924059576,"8.56373593630569 to 11.6595340798235","Eco80"
"295",58.9178356713427,10.0825579883788,"8.64930986755554 to 11.7575077706713","Eco80"
"296",59.1182364729459,10.174486330655,"8.73347482092601 to 11.8603480325872","Eco80"
"297",59.3186372745491,10.2667109407833,"8.8144872580455 to 11.963246365327","Eco80"
"298",59.5190380761523,10.3594190480627,"8.89857414704061 to 12.0662024216867","Eco80"
"299",59.7194388777555,10.4524171353737,"8.98504699306124 to 12.1692158575498","Eco80"
"300",59.9198396793587,10.5457727166665,"9.06862109968378 to 12.2691920600706","Eco80"
"301",60.1202404809619,10.6395347341943,"9.1525750575052 to 12.375413506536","Eco80"
"302",60.3206412825651,10.73368227805,"9.23888452056461 to 12.4785970465334","Eco80"
"303",60.5210420841683,10.8282261370254,"9.32535968669034 to 12.5818366197116","Eco80"
"304",60.7214428857715,10.9232212320939,"9.41197848151091 to 12.6851318968475","Eco80"
"305",60.9218436873748,11.018479379123,"9.49857158826809 to 12.7884825515917","Eco80"
"306",61.122244488978,11.1141399746112,"9.58521254223245 to 12.8918882604346","Eco80"
"307",61.3226452905812,11.2101687094708,"9.67190107032248 to 12.9953487026732","Eco80"
"308",61.5230460921844,11.3066066636006,"9.7586369018334 to 13.098863560378","Eco80"
"309",61.7234468937876,11.4033881164728,"9.84541976840881 to 13.2103098166156","Eco80"
"310",61.9238476953908,11.5005170767978,"9.93753069007146 to 13.3168861914282","Eco80"
"311",62.124248496994,11.5980911882196,"10.0273179520166 to 13.4229802300079","Eco80"
"312",62.3246492985972,11.6959030269517,"10.1174953954402 to 13.5301944820175","Eco80"
"313",62.5250501002004,11.794190242695,"10.2077802750233 to 13.6377426659652","Eco80"
"314",62.7254509018036,11.8928534946337,"10.2988974974887 to 13.7456106778091","Eco80"
"315",62.9258517034068,11.9918520630709,"10.3904616784837 to 13.8538566884884","Eco80"
