"","Conc.Mg","Mg.free","CI95","Condition"
"316",63.12625250501,12.0912289761485,"10.4824518577647 to 13.9624457180958","Eco80"
"317",63.3266533066132,12.1909458727962,"10.5748296546025 to 14.0713734938907","Eco80"
"318",63.5270541082164,12.2910916422244,"10.6675896211894 to 14.1806358236096","Eco80"
"319",63.7274549098196,12.3913807906135,"10.760726427615 to 14.2902285934015","Eco80"
"320",63.9278557114229,12.492100729147,"10.8542348583595 to 14.4001477658309","Eco80"
"321",64.1282565130261,12.5932659128245,"10.9481098089211 to 14.5101882537794","Eco80"
"322",64.3286573146293,12.6948189284453,"11.042346282571 to 14.6200544608576","Eco80"
"323",64.5290581162325,12.7967252217317,"11.136939387229 to 14.7319405075546","Eco80"
"324",64.7294589178357,12.898854509093,"11.2318843324569 to 14.8431035974563","Eco80"
"325",64.9298597194389,13.0013780758758,"11.3271865890963 to 14.9540848597015","Eco80"
"326",65.1302605210421,13.1042536086797,"11.4205397805421 to 15.0639628441655","Eco80"
"327",65.3306613226453,13.2074833471805,"11.5133390743034 to 15.1797778300287","Eco80"
"328",65.5310621242485,13.3110292825348,"11.6124747671903 to 15.2907719080879","Eco80"
"329",65.7314629258517,13.4149861004067,"11.7079499734856 to 15.4044360064946","Eco80"
"330",65.9318637274549,13.5193532525304,"11.8087594243819 to 15.5166975648971","Eco80"
"331",66.1322645290581,13.6238754140821,"11.9059541730236 to 15.6291213384355","Eco80"
"332",66.3326653306613,13.7288306142531,"12.0034590612544 to 15.7428393804455","Eco80"
"333",66.5330661322645,13.8341008333163,"12.1032005359349 to 15.8568843499867","Eco80"
"334",66.7334669338677,13.9397653826205,"12.2013552969506 to 15.9712522633247","Eco80"
"335",66.9338677354709,14.0457369164744,"12.2964523456154 to 16.0863314406269","Eco80"
"336",67.1342685370741,14.152074401683,"12.3933802322952 to 16.2007400992194","Eco80"
"337",67.3346693386774,14.2586671603435,"12.4906794408227 to 16.3171109734083","Eco80"
"338",67.5350701402806,14.3655919011101,"12.5883450487029 to 16.4319148666706","Eco80"
"339",67.7354709418838,14.4728707515596,"12.6863292215735 to 16.5470564308635","Eco80"
"340",67.935871743487,14.5804172289872,"12.7864673684411 to 16.6625316788651","Eco80"
"341",68.1362725450902,14.6882354138879,"12.8848180481099 to 16.7783366932105","Eco80"
"342",68.3366733466934,14.7964553780477,"12.9835879633334 to 16.8938701971905","Eco80"
"343",68.5370741482966,14.9050776287314,"13.0827257977274 to 17.0052230132065","Eco80"
"344",68.7374749498998,15.014001534391,"13.1822268382938 to 17.1241350184152","Eco80"
"345",68.937875751503,15.1232820763595,"13.2816655823232 to 17.2431030268796","Eco80"
"346",69.1382765531062,15.2328675460865,"13.3834808257095 to 17.362457163683","Eco80"
"347",69.3386773547094,15.3427897727682,"13.4856281478671 to 17.4839910084537","Eco80"
"348",69.5390781563126,15.4529231913547,"13.5883435700032 to 17.6045561674959","Eco80"
"349",69.7394789579158,15.5634140423477,"13.6907380031356 to 17.7266995998023","Eco80"
"350",69.939879759519,15.6742204468447,"13.7938826413319 to 17.8475656163632","Eco80"
"351",70.1402805611223,15.7853502001257,"13.8973527251611 to 17.9671154844379","Eco80"
"352",70.3406813627254,15.8968095885121,"14.0011419210396 to 18.0866974857677","Eco80"
"353",70.5410821643287,16.0085292138797,"14.1052043214797 to 18.2063373400214","Eco80"
"354",70.7414829659319,16.1204958266806,"14.2096199980249 to 18.3258871608904","Eco80"
"355",70.9418837675351,16.2329659258684,"14.314344336781 to 18.4456893056267","Eco80"
"356",71.1422845691383,16.3456788085095,"14.419703378331 to 18.5655417979073","Eco80"
"357",71.3426853707415,16.4586025300479,"14.5272638838979 to 18.6853968889525","Eco80"
"358",71.5430861723447,16.5718095066977,"14.6338646747495 to 18.8050605864897","Eco80"
"359",71.7434869739479,16.6853993382926,"14.7408401005714 to 18.9250611751224","Eco80"
"360",71.9438877755511,16.7991945290181,"14.84817681571 to 19.0502108621804","Eco80"
"361",72.1442885771543,16.9133448640614,"14.9511531910401 to 19.1753616482445","Eco80"
"362",72.3446893787575,17.0278313889809,"15.0606764581443 to 19.3006925073028","Eco80"
"363",72.5450901803607,17.1426648393268,"15.1704447274306 to 19.4188666447388","Eco80"
"364",72.7454909819639,17.2577711692157,"15.2802606328828 to 19.5433743396808","Eco80"
"365",72.9458917835671,17.3731494497064,"15.3901239330283 to 19.6681561747758","Eco80"
"366",73.1462925851703,17.4887332399624,"15.4994320446042 to 19.7932091760837","Eco80"
"367",73.3466933867736,17.6045529639439,"15.6086109917998 to 19.9185304174695","Eco80"
"368",73.5470941883768,17.7208418371978,"15.7113877180413 to 20.044117019571","Eco80"
"369",73.74749498998,17.8374429526607,"15.8160097647864 to 20.1699661487954","Eco80"
"370",73.9478957915832,17.9541940410967,"15.9254551328346 to 20.2960750163425","Eco80"
"371",74.1482965931864,18.0712791354469,"16.0349468618656 to 20.4224408772551","Eco80"
"372",74.3486973947896,18.1885940961134,"16.1444847229933 to 20.549061029494","Eco80"
"373",74.5490981963928,18.3062087464036,"16.2542276537962 to 20.6759328130389","Eco80"
"374",74.749498997996,18.4240458231941,"16.3639015359512 to 20.8090034267994","Eco80"
"375",74.9498997995992,18.5423595559662,"16.4736260320973 to 20.9350480442127","Eco80"
"376",75.1503006012024,18.660833266568,"16.5834008620263 to 21.0611453839637","Eco80"
"377",75.3507014028056,18.779621013237,"16.6932257480573 to 21.1872951483976","Eco80"
"378",75.5511022044088,18.8987165749098,"16.8031483701122 to 21.3134970425234","Eco80"
"379",75.751503006012,19.0180210431031,"16.9131941986225 to 21.4398808532567","Eco80"
"380",75.9519038076152,19.1374999637806,"17.0232902452686 to 21.5661356336952","Eco80"
"381",76.1523046092184,19.2572316542017,"17.140417496149 to 21.699684196921","Eco80"
"382",76.3527054108216,19.3773470679528,"17.2509909120723 to 21.8286476637958","Eco80"
"383",76.5531062124249,19.4978039040534,"17.3639783733629 to 21.9578337112026","Eco80"
"384",76.7535070140281,19.6184893328957,"17.4727988006688 to 22.0874088739236","Eco80"
"385",76.9539078156313,19.7393387987035,"17.5819137101862 to 22.217106916673","Eco80"
"386",77.1543086172345,19.8605649524388,"17.6914120754762 to 22.3464233327611","Eco80"
"387",77.3547094188377,19.9819079867117,"17.801164703499 to 22.4767300036782","Eco80"
"388",77.5551102204409,20.1036464255992,"17.9111690354218 to 22.6072805264784","Eco80"
"389",77.7555110220441,20.2255975288447,"18.0214225510917 to 22.7380723843689","Eco80"
"390",77.9559118236473,20.3478277814882,"18.1319227682525 to 22.8710109714931","Eco80"
"391",78.1563126252505,20.4703189766559,"18.2426672417816 to 23.0020729017725","Eco80"
"392",78.3567134268537,20.5929844186343,"18.3580593978192 to 23.133395763101","Eco80"
"393",78.5571142284569,20.7159178152527,"18.4765869611786 to 23.2648948069686","Eco80"
"394",78.7575150300601,20.8392379776968,"18.5953820049084 to 23.3966343616667","Eco80"
"395",78.9579158316633,20.9627233338439,"18.7145736366981 to 23.5286120042777","Eco80"
"396",79.1583166332665,21.0863463518279,"18.8339727668813 to 23.6598164584406","Eco80"
"397",79.3587174348697,21.2102775834786,"18.9536477026881 to 23.7897827249776","Eco80"
"398",79.559118236473,21.3345517416981,"19.0735954319244 to 23.9199792673427","Eco80"
"399",79.7595190380761,21.4588486893312,"19.1939351982575 to 24.0504038431033","Eco80"
"400",79.9599198396794,21.583548683727,"19.3129331795789 to 24.1808987042627","Eco80"
"401",80.1603206412826,21.7085018802548,"19.4259195996856 to 24.3118124247314","Eco80"
"402",80.3607214428858,21.8337479530983,"19.5365290391808 to 24.4442894021859","Eco80"
"403",80.561122244489,21.9592308081785,"19.6498563077088 to 24.575471486539","Eco80"
"404",80.7615230460922,22.0849149595601,"19.7634299095498 to 24.7068771832846","Eco80"
"405",80.9619238476954,22.2108763169165,"19.8772473826365 to 24.8385043654562","Eco80"
"406",81.1623246492986,22.3370607240797,"19.9913063018292 to 24.9703509356605","Eco80"
"407",81.3627254509018,22.4634071446391,"20.1056042781749 to 25.1024148255346","Eco80"
"408",81.563126252505,22.5899722367189,"20.2201389581854 to 25.2346939952164","Eco80"
"409",81.7635270541082,22.7167858394668,"20.3410918424163 to 25.3684222521375","Eco80"
"410",81.9639278557114,22.8439182862454,"20.4622670586935 to 25.5040807541866","Eco80"
"411",82.1643286573146,22.9712019361129,"20.5836839239094 to 25.6397777621399","Eco80"
"412",82.3647294589178,23.0986903173454,"20.7036334229837 to 25.7755166713091","Eco80"
"413",82.565130260521,23.2264726100545,"20.8255346214291 to 25.911298776026","Eco80"
"414",82.7655310621243,23.3545278738997,"20.947689570102 to 26.0471238697302","Eco80"
"415",82.9659318637275,23.4827891565684,"21.0700955986941 to 26.182991747288","Eco80"
"416",83.1663326653307,23.6112396815275,"21.1939226730471 to 26.3189022049798","Eco80"
"417",83.3667334669339,23.7399028775135,"21.3166450812626 to 26.4564936987915","Eco80"
"418",83.5671342685371,23.8687788722649,"21.43966338118 to 26.5977606327681","Eco80"
"419",83.7675350701403,23.99782045755,"21.5629968369626 to 26.7390713056597","Eco80"
"420",83.9679358717435,24.1272126110853,"21.6865819070819 to 26.8720378398328","Eco80"
"421",84.1683366733467,24.2568352364726,"21.8104160040121 to 27.0121004646541","Eco80"
"422",84.3687374749499,24.3865832955233,"21.9297789771407 to 27.1525500273518","Eco80"
"423",84.5691382765531,24.5165269333984,"22.0556417659087 to 27.2930589241708","Eco80"
"424",84.7695390781563,24.646710869545,"22.1816940121778 to 27.4337713928689","Eco80"
"425",84.9699398797595,24.7771154314888,"22.3026430427806 to 27.5746855104058","Eco80"
"426",85.1703406813627,24.9077914913913,"22.4239104185796 to 27.7157993800771","Eco80"
"427",85.3707414829659,25.0386601642511,"22.5489987004644 to 27.8571111310423","Eco80"
"428",85.5711422845691,25.1697307560717,"22.6741317468289 to 27.997354631144","Eco80"
"429",85.7715430861723,25.3010845059873,"22.7928449617797 to 28.1358433214795","Eco80"
"430",85.9719438877756,25.4325662921356,"22.9164359516997 to 28.2745069536093","Eco80"
"431",86.1723446893788,25.5642304507054,"23.0402634891939 to 28.4133440075046","Eco80"
"432",86.372745490982,25.6960714714055,"23.1643253044536 to 28.5540500551569","Eco80"
"433",86.5731462925852,25.8281519723883,"23.2886191595285 to 28.6933369471459","Eco80"
"434",86.7735470941884,25.9604778517584,"23.4131428477366 to 28.8327531054433","Eco80"
"435",86.9739478957916,26.0929471127905,"23.5378941930872 to 28.9747267891139","Eco80"
"436",87.1743486973948,26.225678782085,"23.6628710497178 to 29.1169782515561","Eco80"
"437",87.374749498998,26.3585330082278,"23.7882403990527 to 29.2594270774724","Eco80"
"438",87.5751503006012,26.4916200769159,"23.9137056814618 to 29.4020714987483","Eco80"
"439",87.7755511022044,26.6250109860522,"24.0393948343126 to 29.5442417470142","Eco80"
"440",87.9759519038076,26.7584828713225,"24.1653057781492 to 29.6820372338031","Eco80"
"441",88.1763527054108,26.8921509846835,"24.291436461718 to 29.8199928379293","Eco80"
"442",88.376753507014,27.026013406528,"24.4177848614637 to 29.9581100551567","Eco80"
"443",88.5771543086172,27.1601794586171,"24.5443489810363 to 30.0963875786551","Eco80"
"444",88.7775551102204,27.2944374029657,"24.6711268508091 to 30.2350682084959","Eco80"
"445",88.9779559118237,27.4289513698897,"24.7989940632345 to 30.3773102147827","Eco80"
"446",89.1783567134269,27.5635951979571,"24.9293894218021 to 30.5201226786912","Eco80"
"447",89.3787575150301,27.6983620378838,"25.0620296034243 to 30.662960343288","Eco80"
"448",89.5791583166333,27.8334653278353,"25.1930646426111 to 30.80577543221","Eco80"
"449",89.7795591182365,27.9687081368116,"25.3219000321654 to 30.9489101553555","Eco80"
"450",89.9799599198397,28.1041276167448,"25.4471895039704 to 31.0922132506359","Eco80"
"451",90.1803607214429,28.2396605789569,"25.5726672558205 to 31.2356832847147","Eco80"
"452",90.3807615230461,28.375359387678,"25.698331696906 to 31.3793188420559","Eco80"
"453",90.5811623246493,28.5113556736885,"25.8241889054095 to 31.5231185246346","Eco80"
"454",90.7815631262525,28.6476030219611,"25.9503515143155 to 31.6670809516535","Eco80"
"455",90.9819639278557,28.7839494080281,"26.0802337050421 to 31.8112047592654","Eco80"
"456",91.1823647294589,28.9204205696373,"26.2119799673034 to 31.9554886003013","Eco80"
"457",91.3827655310621,29.0570697831371,"26.3439362413252 to 32.0999311440039","Eco80"
"458",91.5831663326653,29.193948102853,"26.4760816144986 to 32.2445310757655","Eco80"
"459",91.7835671342685,29.3309926750899,"26.6073320636695 to 32.3892870968731","Eco80"
"460",91.9839679358717,29.4682718237268,"26.7396520136005 to 32.5341979242564","Eco80"
"461",92.184368737475,29.6056219893501,"26.872383146435 to 32.679262290242","Eco80"
"462",92.3847695390782,29.7433451132598,"27.0053145385189 to 32.8244789423121","Eco80"
"463",92.5851703406814,29.8809967172821,"27.1397316172616 to 32.969846642868","Eco80"
"464",92.7855711422846,30.0189468871621,"27.2754418976057 to 33.1153641689981","Eco80"
"465",92.9859719438878,30.1570213742002,"27.4111911387743 to 33.26103031225","Eco80"
"466",93.186372745491,30.2952878119867,"27.5401172962894 to 33.4068438784078","Eco80"
"467",93.3867735470942,30.4337283344881,"27.6756908633173 to 33.5528036872732","Eco80"
"468",93.5871743486974,30.5723488224169,"27.8113056071685 to 33.6989085724507","Eco80"
"469",93.7875751503006,30.7110394343903,"27.9469613255691 to 33.8451573811372","Eco80"
"470",93.9879759519038,30.8499350275175,"28.0779057547224 to 33.9915489739151","Eco80"
"471",94.188376753507,30.9889980999402,"28.2129425122077 to 34.1380822245501","Eco80"
"472",94.3887775551102,31.1283359830806,"28.3481733407964 to 34.2845900832273","Eco80"
"473",94.5891783567134,31.2677715093714,"28.483596529794 to 34.4307745794651","Eco80"
"474",94.7895791583166,31.4074580218457,"28.6192103904169 to 34.5770838161246","Eco80"
"475",94.9899799599198,31.5473043116035,"28.7550132554253 to 34.7184406773354","Eco80"
"476",95.190380761523,31.6872264577063,"28.8910034787637 to 34.8677478016063","Eco80"
"477",95.3907815631263,31.827311371719,"29.0271794352089 to 35.0170910782521","Eco80"
"478",95.5911823647295,31.9675427063652,"29.1635395200259 to 35.1650518865323","Eco80"
"479",95.7915831663327,32.107961460153,"29.3000821486294 to 35.3102645756869","Eco80"
"480",95.9919839679359,32.2484843099702,"29.436805756254 to 35.4555111066878","Eco80"
"481",96.1923847695391,32.3893336444611,"29.5737087976302 to 35.609768158661","Eco80"
"482",96.3927855711423,32.53019542368,"29.7107897466667 to 35.7590583408955","Eco80"
"483",96.5931863727455,32.6712752832252,"29.8480470961398 to 35.9002686477014","Eco80"
"484",96.7935871743487,32.8124566546304,"29.985479357389 to 36.0477901491384","Eco80"
"485",96.9939879759519,32.9538493220089,"30.1230850600184 to 36.1956238781547","Eco80"
"486",97.1943887775551,33.0953061743315,"30.2608627516036 to 36.3435957345161","Eco80"
"487",97.3947895791583,33.2369877949579,"30.398810997406 to 36.4917046649116","Eco80"
"488",97.5951903807615,33.3787543168305,"30.537079435594 to 36.6399496278163","Eco80"
"489",97.7955911823647,33.5206883253518,"30.6804352584427 to 36.7883295933196","Eco80"
"490",97.9959919839679,33.6628054007679,"30.8171060024778 to 36.9368435429577","Eco80"
"491",98.1963927855711,33.8050575488616,"30.953811618868 to 37.0854904695479","Eco80"
"492",98.3967935871744,33.9474890731016,"31.0904296790429 to 37.2342693770271","Eco80"
"493",98.5971943887776,34.0900229943753,"31.2274453479071 to 37.383179280292","Eco80"
"494",98.7975951903808,34.2327233580696,"31.3709153466786 to 37.5322192050428","Eco80"
"495",98.997995991984,34.3756182897984,"31.5068784005685 to 37.6813881876298","Eco80"
"496",99.1983967935872,34.5186038602341,"31.6426739509618 to 37.830685274902","Eco80"
"497",99.3987975951904,34.6617386426607,"31.778663761429 to 37.980109524059","Eco80"
"498",99.5991983967936,34.8050827683297,"31.9162242749417 to 38.1296600025054","Eco80"
"499",99.7995991983968,34.9484547756289,"32.0548662047633 to 38.2793357877074","Eco80"
"500",100,35.0920293370485,"32.1951623224697 to 38.4291359670522","Eco80"
"501",0,0,"0 to 0","NTPCM"
"502",0.200400801603206,0.00165820900935675,"0.00147803299506719 to 0.00186512639466454","NTPCM"
"503",0.400801603206413,0.00334498087847033,"0.00301639992455569 to 0.00371385619479762","NTPCM"
"504",0.601202404809619,0.0050586097319223,"0.00455702073849707 to 0.00562136409989659","NTPCM"
"505",0.801603206412826,0.00679597752208442,"0.00614139084753582 to 0.00756218912785787","NTPCM"
"506",1.00200400801603,0.00856361039547561,"0.00776484824377347 to 0.00950129404144481","NTPCM"
"507",1.20240480961924,0.010355449912007,"0.00936101404769851 to 0.0115204345118097","NTPCM"
"508",1.40280561122244,0.0121762539279684,"0.0109890343087621 to 0.0135522763863496","NTPCM"
"509",1.60320641282565,0.0140318003086914,"0.0126568356390367 to 0.0156562852980743","NTPCM"
"510",1.80360721442886,0.0159053965935227,"0.0143477273141127 to 0.0177539109692988","NTPCM"
"511",2.00400801603206,0.0178235494986787,"0.0160463555441725 to 0.0198835050732294","NTPCM"
"512",2.20440881763527,0.0197617961156657,"0.0178329504866416 to 0.0220765277855469","NTPCM"
"513",2.40480961923848,0.0217418932327732,"0.0195482597278164 to 0.024291005154474","NTPCM"
"514",2.60521042084168,0.0237406051128459,"0.0213434730620275 to 0.0265385361807873","NTPCM"
"515",2.80561122244489,0.0257883455697924,"0.0231698368550483 to 0.0289046800825272","NTPCM"
"516",3.0060120240481,0.0278619426211149,"0.0249955147527174 to 0.0312631930931129","NTPCM"
"517",3.2064128256513,0.0299692007208068,"0.0268606779039765 to 0.0335593282934901","NTPCM"
"518",3.40681362725451,0.0321168936111154,"0.0287639500216206 to 0.0361433882471927","NTPCM"
"519",3.60721442885772,0.0343048259760632,"0.0307065209620308 to 0.0385371837224199","NTPCM"
"520",3.80761523046092,0.0365136510853005,"0.0326798383135939 to 0.0410097201843359","NTPCM"
"521",4.00801603206413,0.0387738690421807,"0.0346602345075116 to 0.0436025331574689","NTPCM"
"522",4.20841683366733,0.0410749491205594,"0.0366862984089348 to 0.0462947578630335","NTPCM"
"523",4.40881763527054,0.0434133460204648,"0.0387118416355422 to 0.0490208242146336","NTPCM"
"524",4.60921843687375,0.0457946921175113,"0.0407998131860166 to 0.0517588360285786","NTPCM"
"525",4.80961923847695,0.0482205309030702,"0.0430133626157991 to 0.0545839566427891","NTPCM"
"526",5.01002004008016,0.0506874356630032,"0.0450656866939072 to 0.0574237785312652","NTPCM"
"527",5.21042084168337,0.0532011319320084,"0.0471846891237668 to 0.0602923365537849","NTPCM"
"528",5.41082164328657,0.0557584211341593,"0.049495675983055 to 0.0633620204934714","NTPCM"
"529",5.61122244488978,0.0583680098767514,"0.0516785139993372 to 0.0663872475227778","NTPCM"
"530",5.81162324649299,0.0610196808102789,"0.0540130172577859 to 0.0695528439072329","NTPCM"
"531",6.01202404809619,0.0637242176432116,"0.056329271096733 to 0.0725166062044271","NTPCM"
"532",6.2124248496994,0.0664790932911871,"0.0586775619633836 to 0.0758247812774011","NTPCM"
"533",6.41282565130261,0.0692909516599961,"0.061123032896463 to 0.0792645961998136","NTPCM"
"534",6.61322645290581,0.0721603526684341,"0.0635753765073225 to 0.0825130113794593","NTPCM"
"535",6.81362725450902,0.0750757225743201,"0.0661474713253339 to 0.0859939904010486","NTPCM"
"536",7.01402805611222,0.078053899199813,"0.0685906404455355 to 0.0895991876448181","NTPCM"
"537",7.21442885771543,0.0810897026880686,"0.0712008543700362 to 0.0930652470624136","NTPCM"
"538",7.41482965931864,0.084181110873829,"0.0739149519186805 to 0.0969503602810215","NTPCM"
"539",7.61523046092184,0.0873390642394756,"0.0765974401003669 to 0.100695819185643","NTPCM"
"540",7.81563126252505,0.0905669013010094,"0.0792524532883937 to 0.104474874265156","NTPCM"
"541",8.01603206412826,0.0938589446407899,"0.0820959837912199 to 0.108499910235207","NTPCM"
"542",8.21643286573146,0.0972178283012289,"0.0849143843824424 to 0.112540162711051","NTPCM"
"543",8.41683366733467,0.100647356116575,"0.0876407100454096 to 0.116653278146122","NTPCM"
"544",8.61723446893788,0.10414511377281,"0.0907144608058055 to 0.120939394247362","NTPCM"
"545",8.81763527054108,0.10772265435381,"0.0936526531036132 to 0.125276871231974","NTPCM"
"546",9.01803607214429,0.111380906026231,"0.0966607427130957 to 0.129736344927136","NTPCM"
"547",9.21843687374749,0.115112538657336,"0.0998679236996021 to 0.134279648195486","NTPCM"
"548",9.4188376753507,0.118928971010105,"0.102937627619128 to 0.139063337043278","NTPCM"
"549",9.61923847695391,0.122829208326745,"0.106147549479585 to 0.143909231204065","NTPCM"
"550",9.81963927855711,0.12681981039225,"0.109413179870631 to 0.148957311856706","NTPCM"
"551",10.0200400801603,0.130895026163478,"0.112808550836399 to 0.153733152179542","NTPCM"
"552",10.2204408817635,0.135059875515568,"0.11610894664604 to 0.159205527828869","NTPCM"
"553",10.4208416833667,0.139337287492283,"0.119663054428094 to 0.16430438488199","NTPCM"
"554",10.6212424849699,0.143700363699212,"0.123231716748884 to 0.170065613203569","NTPCM"
"555",10.8216432865731,0.148176097948492,"0.12686620489541 to 0.175543059926125","NTPCM"
"556",11.0220440881764,0.152749913851487,"0.130375729062714 to 0.181519255216342","NTPCM"
"557",11.2224448897796,0.157437653663398,"0.134212479672472 to 0.18748567120678","NTPCM"
"558",11.4228456913828,0.162246167346472,"0.138149596429446 to 0.193537505570668","NTPCM"
"559",11.623246492986,0.167164546329039,"0.141980861409471 to 0.199908731634596","NTPCM"
"560",11.8236472945892,0.172214300795234,"0.145968976262521 to 0.206253703360934","NTPCM"
"561",12.0240480961924,0.17738863100609,"0.150065047445269 to 0.212980846660841","NTPCM"
"562",12.2244488977956,0.182689267150633,"0.154265217143918 to 0.219413568582854","NTPCM"
"563",12.4248496993988,0.188129070490313,"0.158425728612705 to 0.226907057357475","NTPCM"
"564",12.625250501002,0.193709974710217,"0.16278519775518 to 0.233917210046514","NTPCM"
"565",12.8256513026052,0.199458094961676,"0.167088357781119 to 0.241974038467744","NTPCM"
"566",13.0260521042084,0.205314848952682,"0.171679113479077 to 0.249525111464572","NTPCM"
"567",13.2264529058116,0.211366810635338,"0.176506803606322 to 0.258037082402603","NTPCM"
"568",13.4268537074148,0.217573520526986,"0.180912661109025 to 0.265896299642727","NTPCM"
"569",13.627254509018,0.22396172607716,"0.18573044469671 to 0.274453542382558","NTPCM"
"570",13.8276553106212,0.230521467532825,"0.190780688144263 to 0.283707040980787","NTPCM"
"571",14.0280561122244,0.23727755837506,"0.195921168868258 to 0.292182154154121","NTPCM"
"572",14.2284569138277,0.244200781154861,"0.200813423353907 to 0.301720065868184","NTPCM"
"573",14.4288577154309,0.251335167655696,"0.206353885106826 to 0.311530495180928","NTPCM"
"574",14.6292585170341,0.258722823296973,"0.21173957963873 to 0.321315003401187","NTPCM"
"575",14.8296593186373,0.266281077254839,"0.217517663531943 to 0.332145350538153","NTPCM"
"576",15.0300601202405,0.274080771979679,"0.223180192803501 to 0.34294252429249","NTPCM"
"577",15.2304609218437,0.282125290142506,"0.229065687684406 to 0.353847765247129","NTPCM"
"578",15.4308617234469,0.290425543839635,"0.234877171940245 to 0.365171544359773","NTPCM"
"579",15.6312625250501,0.298985761003909,"0.241215019620993 to 0.377531782839065","NTPCM"
"580",15.8316633266533,0.307800624812271,"0.247914242746964 to 0.390051943022065","NTPCM"
"581",16.0320641282565,0.316938983282197,"0.254302734248555 to 0.402891209689858","NTPCM"
"582",16.2324649298597,0.326358764277092,"0.261416139881269 to 0.416949764055103","NTPCM"
"583",16.4328657314629,0.33609328124141,"0.268347110545904 to 0.430710696375279","NTPCM"
"584",16.6332665330661,0.346168688700585,"0.275073252734674 to 0.446208004190649","NTPCM"
"585",16.8336673346693,0.356576624485675,"0.282624778129158 to 0.46117069659952","NTPCM"
"586",17.0340681362725,0.367378125206779,"0.290140173901189 to 0.47732678084847","NTPCM"
"587",17.2344689378758,0.378526980544885,"0.297396433196011 to 0.493835331166022","NTPCM"
"588",17.434869739479,0.390069109612347,"0.305755885556884 to 0.512280518461277","NTPCM"
"589",17.6352705410822,0.402058306377197,"0.313887919315162 to 0.529752896294259","NTPCM"
"590",17.8356713426854,0.414490492160836,"0.322334912884365 to 0.549646324275623","NTPCM"
"591",18.0360721442886,0.427379166699373,"0.330890201784294 to 0.570217816102046","NTPCM"
"592",18.2364729458918,0.440756837478684,"0.339747005704798 to 0.591140789817822","NTPCM"
"593",18.436873747495,0.45466214439118,"0.348454991927476 to 0.613347951459292","NTPCM"
"594",18.6372745490982,0.469091834088476,"0.358380342520847 to 0.637131400632629","NTPCM"
"595",18.8376753507014,0.484143411977817,"0.368316451413095 to 0.659967345957963","NTPCM"
"596",19.0380761523046,0.499739644749194,"0.377692891979488 to 0.685961891806918","NTPCM"
"597",19.2384769539078,0.516041418145721,"0.388003862753334 to 0.713582654817725","NTPCM"
"598",19.438877755511,0.532973729998716,"0.399105775285288 to 0.74196186624555","NTPCM"
"599",19.6392785571142,0.550658947706199,"0.410422788566029 to 0.771531961660589","NTPCM"
"600",19.8396793587174,0.569054316352343,"0.422455107910708 to 0.802064900825304","NTPCM"
"601",20.0400801603206,0.588306958340955,"0.433364812127203 to 0.836809478662112","NTPCM"
"602",20.2404809619238,0.608380624159793,"0.446169681680924 to 0.870854753916239","NTPCM"
"603",20.4408817635271,0.629344691741231,"0.458622942520952 to 0.907691182671746","NTPCM"
"604",20.6412825651303,0.651303094616161,"0.471880176240592 to 0.94632508932655","NTPCM"
"605",20.8416833667335,0.67424610784997,"0.485672672600268 to 0.987324737879055","NTPCM"
"606",21.0420841683367,0.698288709101134,"0.499267678086901 to 1.02979435963219","NTPCM"
"607",21.2424849699399,0.723446577227665,"0.514445929946477 to 1.07539563613375","NTPCM"
"608",21.4428857715431,0.749785261040916,"0.528665330037494 to 1.12116182304188","NTPCM"
"609",21.6432865731463,0.777412273683504,"0.544876407933721 to 1.17207937601399","NTPCM"
"610",21.8436873747495,0.806391102004694,"0.560940012096314 to 1.22445743617189","NTPCM"
"611",22.0440881763527,0.836807273960188,"0.579012094265492 to 1.27781199102092","NTPCM"
"612",22.2444889779559,0.868718531932184,"0.596979790477011 to 1.33722137786645","NTPCM"
"613",22.4448897795591,0.902173495244039,"0.615282625087389 to 1.40058425662202","NTPCM"
"614",22.6452905811623,0.937356895558879,"0.634711062842839 to 1.46625160139285","NTPCM"
"615",22.8456913827655,0.974362128650697,"0.655147364691849 to 1.53549532684059","NTPCM"
"616",23.0460921843687,1.01323168350748,"0.67688748635447 to 1.60438747180687","NTPCM"
"617",23.2464929859719,1.05405535810532,"0.698140032390448 to 1.68123146424242","NTPCM"
"618",23.4468937875751,1.09699656104519,"0.721170242056195 to 1.76009014050151","NTPCM"
"619",23.6472945891784,1.14218153981257,"0.744396021033283 to 1.84179922533791","NTPCM"
"620",23.8476953907816,1.1896144696877,"0.770537199642392 to 1.92807117882141","NTPCM"
"621",24.0480961923848,1.23948849710032,"0.794922087456586 to 2.01921689947898","NTPCM"
"622",24.248496993988,1.29185240917375,"0.82326354389393 to 2.11511726249516","NTPCM"
"623",24.4488977955912,1.34695721032606,"0.851887218850933 to 2.21308021227305","NTPCM"
"624",24.6492985971944,1.40466370772791,"0.882271107743077 to 2.32452746399734","NTPCM"
"625",24.8496993987976,1.46532215020006,"0.913443868580339 to 2.42949742313631","NTPCM"
"626",25.0501002004008,1.5288994041998,"0.945954191458536 to 2.54157293929551","NTPCM"
"627",25.250501002004,1.59542424958242,"0.979513982684007 to 2.65867675921473","NTPCM"
"628",25.4509018036072,1.66521739383341,"1.01570442859551 to 2.77900743749436","NTPCM"
"629",25.6513026052104,1.73819438377019,"1.05359171367225 to 2.91135822937737","NTPCM"
