"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-41.3043147926952,0.21038131734621,-100.443713935858,0.672078242758808,-10.151696915489,0.00259812849161568,1.19347956514041,1.01322325881221,12.083992419478
"2 Global fit",-41.2480150989972,9.15661020199203,-100.26258951472,29.377068657006,-10.1515729610066,0.0782633806755298,1.19347956514041,1.01322325881221,12.083992419478
"3 1/Tm vs lnCT",-127.215158958011,23.5033220221726,-376.990802912092,75.0337507794143,-10.2990012508842,0.242799584736856,NA,1.01322325881221,12.083992419478
