"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-42.9252238351755,0.460359659046149,-101.312360277849,1.42327295183033,-11.5031952950006,0.0190913939816145,1.26341809714732,1.03119439853568,7.17990456848693
"2 Global fit",-42.3849137804653,20.4226206672118,-99.6373460582815,63.3356233900474,-11.4823909004893,0.784778781126511,1.26341809714732,1.03119439853568,7.17990456848693
"3 1/Tm vs lnCT",-181.039527267028,17.4246255112752,-534.617996394039,54.2593993703075,-15.2384480453451,0.597298170184698,NA,1.03119439853568,7.17990456848693
