# Chi2 Rg SupportVolume
6.21098e+04 5.24554e+01 9.32066e+06
4.31922e+00 6.65570e+01 9.32066e+06
4.22642e+00 6.71307e+01 9.32066e+06
4.14225e+00 6.85646e+01 9.32066e+06
4.06604e+00 6.98908e+01 9.32066e+06
3.99623e+00 7.09266e+01 9.32066e+06
3.93169e+00 7.16793e+01 9.32066e+06
3.87118e+00 7.22530e+01 9.32066e+06
3.81354e+00 7.27373e+01 9.32066e+06
3.75824e+00 7.31741e+01 9.32066e+06
3.70466e+00 7.35736e+01 9.32066e+06
3.65230e+00 7.39164e+01 9.32066e+06
3.60059e+00 7.42203e+01 9.32066e+06
3.54930e+00 7.45167e+01 9.32066e+06
3.49836e+00 7.48061e+01 9.32066e+06
3.44752e+00 7.50786e+01 9.32066e+06
3.39670e+00 7.53458e+01 9.32066e+06
3.34624e+00 7.56043e+01 9.32066e+06
3.29612e+00 7.58532e+01 9.32066e+06
3.24627e+00 7.60963e+01 9.32066e+06
3.19674e+00 7.63302e+01 9.32066e+06
3.14773e+00 7.65599e+01 9.32066e+06
3.09925e+00 7.67739e+01 9.32066e+06
3.05132e+00 7.69744e+01 9.32066e+06
3.00388e+00 7.71652e+01 9.32066e+06
2.95697e+00 7.73431e+01 9.32066e+06
2.91067e+00 7.75099e+01 9.32066e+06
2.86488e+00 7.76690e+01 9.32066e+06
2.81964e+00 7.78184e+01 9.32066e+06
2.77490e+00 7.79533e+01 9.32066e+06
2.73084e+00 7.80760e+01 9.32066e+06
2.68748e+00 7.81881e+01 9.32066e+06
2.64485e+00 7.82917e+01 9.32066e+06
2.60292e+00 7.83883e+01 9.32066e+06
2.56177e+00 7.84690e+01 9.32066e+06
2.52139e+00 7.85401e+01 9.32066e+06
2.48188e+00 7.86016e+01 9.32066e+06
2.44301e+00 7.86571e+01 9.32066e+06
2.40479e+00 7.87062e+01 9.32066e+06
2.36720e+00 7.87481e+01 9.32066e+06
2.33026e+00 7.87822e+01 9.32066e+06
2.29400e+00 7.88096e+01 9.32066e+06
2.25839e+00 7.88326e+01 9.32066e+06
2.22327e+00 7.88495e+01 9.32066e+06
2.18865e+00 7.88615e+01 9.32066e+06
2.15457e+00 7.88685e+01 9.32066e+06
2.12111e+00 7.88715e+01 9.32066e+06
2.08828e+00 7.88681e+01 9.32066e+06
2.05607e+00 7.88594e+01 9.32066e+06
2.02440e+00 7.88458e+01 9.32066e+06
1.99336e+00 7.88274e+01 9.32066e+06
1.96293e+00 7.88030e+01 9.32066e+06
1.93307e+00 7.87742e+01 9.32066e+06
1.90380e+00 7.87422e+01 9.32066e+06
1.87506e+00 7.87067e+01 9.32066e+06
1.84679e+00 7.86683e+01 9.32066e+06
1.81897e+00 7.86260e+01 9.32066e+06
1.79155e+00 7.85795e+01 9.32066e+06
1.76456e+00 7.85321e+01 9.32066e+06
1.73805e+00 7.84838e+01 9.32066e+06
1.71202e+00 7.84326e+01 9.32066e+06
1.68642e+00 7.83788e+01 9.32066e+06
1.66126e+00 7.83221e+01 9.32066e+06
1.63657e+00 7.82617e+01 9.32066e+06
1.61230e+00 7.81973e+01 9.32066e+06
1.58844e+00 7.81283e+01 9.32066e+06
1.56496e+00 7.80561e+01 9.32066e+06
1.54184e+00 7.79816e+01 9.32066e+06
1.51913e+00 7.79050e+01 9.32066e+06
1.49679e+00 7.78273e+01 9.32066e+06
1.47484e+00 7.77466e+01 9.32066e+06
1.45320e+00 7.76648e+01 9.32066e+06
1.43199e+00 7.75812e+01 9.32066e+06
1.41124e+00 7.74959e+01 9.32066e+06
1.39090e+00 7.74087e+01 9.32066e+06
1.37099e+00 7.73201e+01 9.32066e+06
1.35147e+00 7.72312e+01 9.32066e+06
1.33234e+00 7.71412e+01 9.32066e+06
1.31357e+00 7.70506e+01 9.32066e+06
1.29515e+00 7.69601e+01 9.32066e+06
1.27710e+00 7.68684e+01 9.32066e+06
1.25936e+00 7.67760e+01 9.32066e+06
1.24195e+00 7.66827e+01 9.32066e+06
1.22490e+00 7.65890e+01 9.32066e+06
1.20824e+00 7.64931e+01 9.32066e+06
1.19190e+00 7.63968e+01 9.32066e+06
1.17584e+00 7.62995e+01 9.32066e+06
1.15999e+00 7.62014e+01 9.32066e+06
1.14437e+00 7.61033e+01 9.32066e+06
1.12907e+00 7.60044e+01 9.32066e+06
1.11403e+00 7.59044e+01 9.32066e+06
1.09923e+00 7.58045e+01 9.32066e+06
1.08470e+00 7.57038e+01 9.32066e+06
1.07040e+00 7.56028e+01 9.32066e+06
1.05633e+00 7.55012e+01 9.32066e+06
1.04255e+00 7.53991e+01 9.32066e+06
1.02898e+00 7.52969e+01 9.32066e+06
1.01564e+00 7.51942e+01 9.32066e+06
1.00253e+00 7.50917e+01 9.32066e+06
9.89636e-01 7.49883e+01 9.32066e+06
9.76945e-01 7.48848e+01 9.32066e+06
9.64460e-01 7.47811e+01 9.32066e+06
9.52149e-01 7.46774e+01 9.32066e+06
9.40026e-01 7.45735e+01 9.32066e+06
9.28088e-01 7.44696e+01 9.32066e+06
9.16369e-01 7.43656e+01 9.32066e+06
9.04827e-01 7.42615e+01 9.32066e+06
8.93458e-01 7.41578e+01 9.32066e+06
8.82313e-01 7.40545e+01 9.32066e+06
8.71406e-01 7.39506e+01 9.32066e+06
8.60678e-01 7.38469e+01 9.32066e+06
8.50135e-01 7.37439e+01 9.32066e+06
8.39776e-01 7.36403e+01 9.32066e+06
8.29589e-01 7.35364e+01 9.32066e+06
8.19561e-01 7.34324e+01 9.32066e+06
8.09675e-01 7.33284e+01 9.32066e+06
7.99953e-01 7.32243e+01 9.32066e+06
7.90415e-01 7.31201e+01 9.32066e+06
7.81028e-01 7.30167e+01 9.32066e+06
7.71798e-01 7.29132e+01 9.32066e+06
7.62740e-01 7.28098e+01 9.32066e+06
7.53849e-01 7.27065e+01 9.32066e+06
7.45121e-01 7.26032e+01 9.32066e+06
7.36548e-01 7.24998e+01 9.32066e+06
7.28098e-01 7.23964e+01 9.32066e+06
7.19779e-01 7.22929e+01 9.32066e+06
7.11586e-01 7.21895e+01 9.32066e+06
7.03512e-01 7.20866e+01 9.32066e+06
6.95585e-01 7.19842e+01 9.32066e+06
6.87791e-01 7.18822e+01 9.32066e+06
6.80122e-01 7.17806e+01 9.32066e+06
6.72596e-01 7.16794e+01 9.32066e+06
6.65209e-01 7.15784e+01 9.32066e+06
6.57946e-01 7.14781e+01 9.32066e+06
6.50812e-01 7.13782e+01 9.32066e+06
6.43810e-01 7.12783e+01 9.32066e+06
6.36921e-01 7.11789e+01 9.32066e+06
6.30146e-01 7.10796e+01 9.32066e+06
6.23472e-01 7.09812e+01 9.32066e+06
6.16924e-01 7.08840e+01 9.32066e+06
6.10507e-01 7.07869e+01 9.32066e+06
6.04193e-01 7.06900e+01 9.32066e+06
5.97983e-01 7.05936e+01 9.32066e+06
5.91881e-01 7.04979e+01 9.32066e+06
5.85872e-01 7.04021e+01 9.32066e+06
5.79951e-01 7.03070e+01 9.32066e+06
5.74126e-01 7.02122e+01 9.32066e+06
5.68398e-01 7.01177e+01 9.32066e+06
5.62752e-01 7.00236e+01 9.32066e+06
5.57181e-01 6.99301e+01 9.32066e+06
5.51700e-01 6.98373e+01 9.32066e+06
5.46311e-01 6.97451e+01 9.32066e+06
5.41006e-01 6.96535e+01 9.32066e+06
5.35800e-01 6.95627e+01 9.32066e+06
5.30681e-01 6.94725e+01 9.32066e+06
5.25643e-01 6.93823e+01 9.32066e+06
5.20663e-01 6.92927e+01 9.32066e+06
5.15759e-01 6.92038e+01 9.32066e+06
5.10938e-01 6.91149e+01 9.32066e+06
5.06189e-01 6.90264e+01 9.32066e+06
5.01508e-01 6.89386e+01 9.32066e+06
4.96907e-01 6.88515e+01 9.32066e+06
4.92384e-01 6.87646e+01 9.32066e+06
4.87921e-01 6.86780e+01 9.32066e+06
4.83514e-01 6.85917e+01 9.32066e+06
4.79169e-01 6.85063e+01 9.32066e+06
4.74897e-01 6.84213e+01 9.32066e+06
4.70687e-01 6.83364e+01 9.32066e+06
4.66527e-01 6.82518e+01 9.32066e+06
4.62421e-01 6.81676e+01 9.32066e+06
4.58357e-01 6.80836e+01 9.32066e+06
4.54343e-01 6.80000e+01 9.32066e+06
4.50383e-01 6.79170e+01 9.32066e+06
4.46484e-01 6.78348e+01 9.32066e+06
4.42652e-01 6.77526e+01 9.32066e+06
4.38870e-01 6.76708e+01 9.32066e+06
4.35132e-01 6.75895e+01 9.32066e+06
4.31448e-01 6.75090e+01 9.32066e+06
4.27831e-01 6.74287e+01 9.32066e+06
4.24262e-01 6.73485e+01 9.32066e+06
4.20733e-01 6.72686e+01 9.32066e+06
4.17244e-01 6.71891e+01 9.32066e+06
4.13803e-01 6.71100e+01 9.32066e+06
4.10419e-01 6.70312e+01 9.32066e+06
4.07091e-01 6.69526e+01 9.32066e+06
4.03810e-01 6.68743e+01 9.32066e+06
4.00564e-01 6.67962e+01 9.32066e+06
3.97360e-01 6.67187e+01 9.32066e+06
3.94210e-01 6.66415e+01 9.32066e+06
3.91104e-01 6.65646e+01 9.32066e+06
3.88041e-01 6.64885e+01 9.32066e+06
3.85018e-01 6.64130e+01 9.32066e+06
3.82041e-01 6.63379e+01 9.32066e+06
3.79112e-01 6.62631e+01 9.32066e+06
3.76216e-01 6.61884e+01 9.32066e+06
3.73352e-01 6.61142e+01 9.32066e+06
3.70525e-01 6.60403e+01 9.32066e+06
3.67735e-01 6.59666e+01 9.32066e+06
3.64979e-01 6.58935e+01 9.32066e+06
3.62257e-01 6.58211e+01 9.32066e+06
3.59575e-01 6.57487e+01 9.32066e+06
3.56921e-01 6.56766e+01 9.32066e+06
3.54297e-01 6.56047e+01 9.32066e+06
3.51703e-01 6.55333e+01 9.32066e+06
3.49144e-01 6.54625e+01 9.32066e+06
3.46621e-01 6.53920e+01 9.32066e+06
3.44125e-01 6.53220e+01 9.32066e+06
3.41663e-01 6.52524e+01 9.32066e+06
3.39232e-01 6.51829e+01 9.32066e+06
3.36828e-01 6.51140e+01 9.32066e+06
3.34457e-01 6.50457e+01 9.32066e+06
