# res(1/A),NTPCM_DENSS/NTPCM_DENSS_0_aligned,NTPCM_DENSS/NTPCM_DENSS_1_aligned,NTPCM_DENSS/NTPCM_DENSS_2_aligned,NTPCM_DENSS/NTPCM_DENSS_3_aligned,NTPCM_DENSS/NTPCM_DENSS_4_aligned,NTPCM_DENSS/NTPCM_DENSS_5_aligned,NTPCM_DENSS/NTPCM_DENSS_6_aligned,NTPCM_DENSS/NTPCM_DENSS_7_aligned,NTPCM_DENSS/NTPCM_DENSS_8_aligned,NTPCM_DENSS/NTPCM_DENSS_9_aligned,NTPCM_DENSS/NTPCM_DENSS_10_aligned,NTPCM_DENSS/NTPCM_DENSS_11_aligned,NTPCM_DENSS/NTPCM_DENSS_12_aligned,NTPCM_DENSS/NTPCM_DENSS_13_aligned,NTPCM_DENSS/NTPCM_DENSS_14_aligned,NTPCM_DENSS/NTPCM_DENSS_16_aligned,NTPCM_DENSS/NTPCM_DENSS_18_aligned,NTPCM_DENSS/NTPCM_DENSS_19_aligned,NTPCM_DENSS/NTPCM_DENSS_20_aligned,NTPCM_DENSS/NTPCM_DENSS_21_aligned,NTPCM_DENSS/NTPCM_DENSS_22_aligned,NTPCM_DENSS/NTPCM_DENSS_23_aligned,NTPCM_DENSS/NTPCM_DENSS_24_aligned,NTPCM_DENSS/NTPCM_DENSS_25_aligned,NTPCM_DENSS/NTPCM_DENSS_26_aligned,NTPCM_DENSS/NTPCM_DENSS_27_aligned,NTPCM_DENSS/NTPCM_DENSS_28_aligned,NTPCM_DENSS/NTPCM_DENSS_29_aligned,NTPCM_DENSS/NTPCM_DENSS_30_aligned,NTPCM_DENSS/NTPCM_DENSS_31_aligned,NTPCM_DENSS/NTPCM_DENSS_32_aligned,NTPCM_DENSS/NTPCM_DENSS_33_aligned,NTPCM_DENSS/NTPCM_DENSS_34_aligned,NTPCM_DENSS/NTPCM_DENSS_35_aligned,NTPCM_DENSS/NTPCM_DENSS_36_aligned,NTPCM_DENSS/NTPCM_DENSS_37_aligned,NTPCM_DENSS/NTPCM_DENSS_38_aligned,NTPCM_DENSS/NTPCM_DENSS_39_aligned
0.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00
4.75172e-03 9.93977e-01 9.91580e-01 9.89179e-01 9.92554e-01 9.96238e-01 9.88139e-01 9.93153e-01 9.91132e-01 9.94228e-01 9.88984e-01 9.74069e-01 9.92953e-01 9.94343e-01 9.91583e-01 9.95965e-01 9.89325e-01 9.91487e-01 9.94166e-01 9.95353e-01 9.94730e-01 9.96764e-01 9.73229e-01 9.90416e-01 9.89769e-01 9.92573e-01 9.76654e-01 9.91438e-01 9.96398e-01 9.91393e-01 9.87895e-01 9.92057e-01 9.91746e-01 9.94006e-01 9.96043e-01 9.87364e-01 9.86327e-01 9.91069e-01 9.93353e-01
9.50344e-03 9.60417e-01 9.55067e-01 9.52962e-01 9.45126e-01 9.53252e-01 9.38771e-01 9.59004e-01 9.46834e-01 9.51013e-01 9.49710e-01 9.22319e-01 9.52800e-01 9.58258e-01 9.49945e-01 9.60352e-01 9.49114e-01 9.55693e-01 9.53992e-01 9.57307e-01 9.53446e-01 9.61032e-01 9.06447e-01 9.51465e-01 9.47209e-01 9.50340e-01 9.17919e-01 9.52542e-01 9.61393e-01 9.47408e-01 9.41438e-01 9.46801e-01 9.52356e-01 9.54539e-01 9.51615e-01 9.38556e-01 9.39759e-01 9.48177e-01 9.53666e-01
1.42552e-02 8.71399e-01 8.71058e-01 8.71209e-01 8.14905e-01 8.16507e-01 8.28201e-01 8.52538e-01 8.20152e-01 8.26913e-01 8.61284e-01 8.43030e-01 8.54251e-01 8.44693e-01 8.45108e-01 8.61688e-01 8.52834e-01 8.69586e-01 8.28881e-01 8.33791e-01 8.29681e-01 8.44327e-01 8.05610e-01 8.69195e-01 8.50129e-01 8.37864e-01 8.21657e-01 8.66658e-01 8.48702e-01 8.14190e-01 8.41165e-01 8.09249e-01 8.35616e-01 8.31889e-01 8.08906e-01 8.14714e-01 8.43559e-01 8.27260e-01 8.27640e-01
1.90069e-02 7.71452e-01 7.69842e-01 7.92745e-01 7.15218e-01 6.55920e-01 7.32729e-01 7.28284e-01 6.75907e-01 7.18179e-01 7.86259e-01 7.17459e-01 7.30808e-01 7.38628e-01 7.15026e-01 7.42194e-01 7.53787e-01 7.56772e-01 7.18507e-01 6.85403e-01 7.22047e-01 7.36888e-01 7.27833e-01 7.86965e-01 7.37163e-01 7.44506e-01 7.36304e-01 7.66331e-01 7.28086e-01 6.65619e-01 7.21986e-01 6.85688e-01 7.13217e-01 7.14003e-01 6.81721e-01 7.02382e-01 7.33229e-01 6.97513e-01 6.95993e-01
2.37586e-02 7.40243e-01 7.27723e-01 7.68547e-01 7.39413e-01 5.72133e-01 7.21788e-01 6.87672e-01 6.21945e-01 7.27635e-01 7.84295e-01 6.05125e-01 6.75457e-01 7.34192e-01 6.62816e-01 6.99353e-01 7.33898e-01 6.97468e-01 7.23113e-01 6.07738e-01 7.30029e-01 7.37138e-01 7.18378e-01 7.58414e-01 6.97192e-01 7.54832e-01 7.21439e-01 7.25167e-01 7.10704e-01 5.96902e-01 6.75969e-01 6.68249e-01 6.88263e-01 7.05890e-01 6.90633e-01 6.93418e-01 6.92393e-01 6.43073e-01 6.59269e-01
2.85103e-02 7.05766e-01 6.97525e-01 7.00253e-01 6.92633e-01 5.05581e-01 6.29369e-01 6.39781e-01 5.85828e-01 6.84847e-01 7.29961e-01 5.16705e-01 6.17510e-01 6.80180e-01 6.35331e-01 6.47911e-01 7.02144e-01 6.56103e-01 6.80546e-01 5.54060e-01 6.78271e-01 6.69285e-01 6.94281e-01 6.64104e-01 6.65649e-01 6.65588e-01 6.90674e-01 6.51664e-01 6.65200e-01 5.72898e-01 6.43322e-01 6.17386e-01 6.61396e-01 6.77385e-01 6.64675e-01 6.76723e-01 6.00672e-01 6.12598e-01 6.22870e-01
3.32621e-02 4.61046e-01 4.95533e-01 4.00598e-01 2.61621e-01 1.52571e-01 2.69416e-01 3.59807e-01 3.19832e-01 3.02020e-01 3.85462e-01 4.62113e-01 3.99237e-01 3.04695e-01 4.26371e-01 3.83474e-01 4.51100e-01 4.88017e-01 2.76764e-01 2.46713e-01 2.53504e-01 2.53270e-01 4.33255e-01 3.54293e-01 4.61123e-01 2.63855e-01 4.68314e-01 4.18405e-01 3.07082e-01 3.09053e-01 4.68701e-01 2.62653e-01 3.69144e-01 3.28485e-01 2.74247e-01 4.03263e-01 3.42767e-01 3.23123e-01 2.93908e-01
3.80138e-02 2.94181e-01 3.18042e-01 1.60122e-01 -2.54939e-02 -1.32012e-02 6.24848e-02 6.44948e-02 8.58179e-03 4.56553e-02 1.11188e-01 3.66725e-01 2.65095e-01 3.43802e-02 2.51902e-01 2.26015e-01 2.39827e-01 3.24527e-01 -2.61294e-02 -2.44002e-02 -2.14403e-02 -5.94084e-02 2.36468e-01 1.95444e-01 2.92718e-01 1.61647e-02 2.64295e-01 2.56643e-01 -1.29861e-02 6.56544e-03 3.01879e-01 3.89162e-02 9.54126e-02 3.20376e-02 -2.03200e-02 1.58000e-01 1.76636e-01 4.50907e-02 -9.73972e-03
4.27655e-02 1.67035e-01 1.36602e-01 -1.62121e-02 -1.20051e-01 4.86722e-03 2.53787e-02 -1.32939e-01 -2.13934e-01 -3.56021e-02 -5.45174e-02 1.50142e-01 1.51753e-01 -9.56098e-02 9.27092e-02 1.28614e-01 7.68898e-02 1.50355e-01 -1.64412e-01 -2.01633e-01 -1.29593e-01 -1.81495e-01 5.67484e-02 1.86966e-01 9.52771e-02 -3.22970e-02 1.24171e-01 1.37505e-01 -1.69689e-01 -2.29396e-01 1.08092e-01 3.03232e-02 -8.39856e-02 -1.52931e-01 -1.23251e-01 2.13192e-02 1.10737e-01 -1.16391e-01 -1.96772e-01
