# Chi2 Rg SupportVolume
6.17666e+04 1.03314e+02 9.32066e+06
4.31667e+00 8.91638e+01 9.32066e+06
4.21751e+00 8.49767e+01 9.32066e+06
4.12006e+00 8.28800e+01 9.32066e+06
4.02390e+00 8.17788e+01 9.32066e+06
3.92998e+00 8.11883e+01 9.32066e+06
3.83818e+00 8.08551e+01 9.32066e+06
3.74885e+00 8.07332e+01 9.32066e+06
3.66220e+00 8.06982e+01 9.32066e+06
3.57836e+00 8.07117e+01 9.32066e+06
3.49699e+00 8.07715e+01 9.32066e+06
3.41797e+00 8.08679e+01 9.32066e+06
3.34127e+00 8.09752e+01 9.32066e+06
3.26666e+00 8.10728e+01 9.32066e+06
3.19397e+00 8.11718e+01 9.32066e+06
3.12317e+00 8.12754e+01 9.32066e+06
3.05442e+00 8.13736e+01 9.32066e+06
2.98773e+00 8.14547e+01 9.32066e+06
2.92298e+00 8.15181e+01 9.32066e+06
2.86022e+00 8.15686e+01 9.32066e+06
2.79948e+00 8.16015e+01 9.32066e+06
2.74051e+00 8.16183e+01 9.32066e+06
2.68342e+00 8.16202e+01 9.32066e+06
2.62817e+00 8.16111e+01 9.32066e+06
2.57435e+00 8.15907e+01 9.32066e+06
2.52185e+00 8.15648e+01 9.32066e+06
2.47090e+00 8.15299e+01 9.32066e+06
2.42146e+00 8.14880e+01 9.32066e+06
2.37347e+00 8.14403e+01 9.32066e+06
2.32686e+00 8.13860e+01 9.32066e+06
2.28170e+00 8.13277e+01 9.32066e+06
2.23784e+00 8.12661e+01 9.32066e+06
2.19533e+00 8.12029e+01 9.32066e+06
2.15416e+00 8.11372e+01 9.32066e+06
2.11423e+00 8.10657e+01 9.32066e+06
2.07542e+00 8.09904e+01 9.32066e+06
2.03782e+00 8.09116e+01 9.32066e+06
2.00127e+00 8.08283e+01 9.32066e+06
1.96577e+00 8.07414e+01 9.32066e+06
1.93135e+00 8.06528e+01 9.32066e+06
1.89803e+00 8.05647e+01 9.32066e+06
1.86562e+00 8.04748e+01 9.32066e+06
1.83415e+00 8.03830e+01 9.32066e+06
1.80357e+00 8.02891e+01 9.32066e+06
1.77391e+00 8.01928e+01 9.32066e+06
1.74515e+00 8.00954e+01 9.32066e+06
1.71729e+00 7.99997e+01 9.32066e+06
1.69031e+00 7.99033e+01 9.32066e+06
1.66400e+00 7.98066e+01 9.32066e+06
1.63832e+00 7.97100e+01 9.32066e+06
1.61325e+00 7.96127e+01 9.32066e+06
1.58880e+00 7.95147e+01 9.32066e+06
1.56495e+00 7.94164e+01 9.32066e+06
1.54171e+00 7.93188e+01 9.32066e+06
1.51912e+00 7.92203e+01 9.32066e+06
1.49712e+00 7.91210e+01 9.32066e+06
1.47565e+00 7.90227e+01 9.32066e+06
1.45474e+00 7.89246e+01 9.32066e+06
1.43433e+00 7.88264e+01 9.32066e+06
1.41444e+00 7.87285e+01 9.32066e+06
1.39499e+00 7.86301e+01 9.32066e+06
1.37593e+00 7.85322e+01 9.32066e+06
1.35726e+00 7.84331e+01 9.32066e+06
1.33895e+00 7.83334e+01 9.32066e+06
1.32102e+00 7.82330e+01 9.32066e+06
1.30345e+00 7.81333e+01 9.32066e+06
1.28627e+00 7.80334e+01 9.32066e+06
1.26947e+00 7.79333e+01 9.32066e+06
1.25302e+00 7.78328e+01 9.32066e+06
1.23688e+00 7.77327e+01 9.32066e+06
1.22103e+00 7.76334e+01 9.32066e+06
1.20546e+00 7.75347e+01 9.32066e+06
1.19019e+00 7.74360e+01 9.32066e+06
1.17520e+00 7.73371e+01 9.32066e+06
1.16048e+00 7.72382e+01 9.32066e+06
1.14606e+00 7.71391e+01 9.32066e+06
1.13189e+00 7.70388e+01 9.32066e+06
1.11798e+00 7.69393e+01 9.32066e+06
1.10437e+00 7.68398e+01 9.32066e+06
1.09100e+00 7.67404e+01 9.32066e+06
1.07784e+00 7.66408e+01 9.32066e+06
1.06492e+00 7.65411e+01 9.32066e+06
1.05223e+00 7.64415e+01 9.32066e+06
1.03978e+00 7.63411e+01 9.32066e+06
1.02751e+00 7.62406e+01 9.32066e+06
1.01545e+00 7.61405e+01 9.32066e+06
1.00362e+00 7.60410e+01 9.32066e+06
9.92020e-01 7.59415e+01 9.32066e+06
9.80639e-01 7.58425e+01 9.32066e+06
9.69477e-01 7.57431e+01 9.32066e+06
9.58526e-01 7.56438e+01 9.32066e+06
9.47787e-01 7.55452e+01 9.32066e+06
9.37251e-01 7.54471e+01 9.32066e+06
9.26900e-01 7.53493e+01 9.32066e+06
9.16728e-01 7.52520e+01 9.32066e+06
9.06697e-01 7.51551e+01 9.32066e+06
8.96835e-01 7.50588e+01 9.32066e+06
8.87151e-01 7.49629e+01 9.32066e+06
8.77646e-01 7.48672e+01 9.32066e+06
8.68288e-01 7.47707e+01 9.32066e+06
8.59047e-01 7.46742e+01 9.32066e+06
8.49973e-01 7.45777e+01 9.32066e+06
8.41026e-01 7.44812e+01 9.32066e+06
8.32203e-01 7.43848e+01 9.32066e+06
8.23528e-01 7.42882e+01 9.32066e+06
8.14981e-01 7.41916e+01 9.32066e+06
8.06581e-01 7.40947e+01 9.32066e+06
7.98307e-01 7.39981e+01 9.32066e+06
7.90145e-01 7.39014e+01 9.32066e+06
7.82088e-01 7.38047e+01 9.32066e+06
7.74131e-01 7.37085e+01 9.32066e+06
7.66309e-01 7.36122e+01 9.32066e+06
7.58604e-01 7.35162e+01 9.32066e+06
7.51008e-01 7.34204e+01 9.32066e+06
7.43531e-01 7.33248e+01 9.32066e+06
7.36173e-01 7.32295e+01 9.32066e+06
7.28922e-01 7.31340e+01 9.32066e+06
7.21769e-01 7.30387e+01 9.32066e+06
7.14712e-01 7.29440e+01 9.32066e+06
7.07752e-01 7.28494e+01 9.32066e+06
7.00876e-01 7.27556e+01 9.32066e+06
6.94116e-01 7.26621e+01 9.32066e+06
6.87464e-01 7.25688e+01 9.32066e+06
6.80918e-01 7.24757e+01 9.32066e+06
6.74484e-01 7.23821e+01 9.32066e+06
6.68132e-01 7.22889e+01 9.32066e+06
6.61866e-01 7.21954e+01 9.32066e+06
6.55663e-01 7.21022e+01 9.32066e+06
6.49542e-01 7.20084e+01 9.32066e+06
6.43496e-01 7.19151e+01 9.32066e+06
6.37532e-01 7.18216e+01 9.32066e+06
6.31652e-01 7.17283e+01 9.32066e+06
6.25855e-01 7.16353e+01 9.32066e+06
6.20124e-01 7.15422e+01 9.32066e+06
6.14445e-01 7.14494e+01 9.32066e+06
6.08820e-01 7.13568e+01 9.32066e+06
6.03260e-01 7.12644e+01 9.32066e+06
5.97769e-01 7.11714e+01 9.32066e+06
5.92338e-01 7.10790e+01 9.32066e+06
5.86970e-01 7.09866e+01 9.32066e+06
5.81663e-01 7.08941e+01 9.32066e+06
5.76416e-01 7.08018e+01 9.32066e+06
5.71228e-01 7.07095e+01 9.32066e+06
5.66098e-01 7.06172e+01 9.32066e+06
5.61034e-01 7.05256e+01 9.32066e+06
5.56040e-01 7.04340e+01 9.32066e+06
5.51103e-01 7.03431e+01 9.32066e+06
5.46227e-01 7.02525e+01 9.32066e+06
5.41415e-01 7.01617e+01 9.32066e+06
5.36671e-01 7.00709e+01 9.32066e+06
5.31992e-01 6.99801e+01 9.32066e+06
5.27372e-01 6.98896e+01 9.32066e+06
5.22808e-01 6.97992e+01 9.32066e+06
5.18288e-01 6.97089e+01 9.32066e+06
5.13824e-01 6.96187e+01 9.32066e+06
5.09417e-01 6.95291e+01 9.32066e+06
5.05067e-01 6.94400e+01 9.32066e+06
5.00772e-01 6.93511e+01 9.32066e+06
4.96527e-01 6.92622e+01 9.32066e+06
4.92330e-01 6.91734e+01 9.32066e+06
4.88185e-01 6.90846e+01 9.32066e+06
4.84074e-01 6.89960e+01 9.32066e+06
4.79993e-01 6.89077e+01 9.32066e+06
4.75946e-01 6.88195e+01 9.32066e+06
4.71940e-01 6.87314e+01 9.32066e+06
4.67968e-01 6.86437e+01 9.32066e+06
4.64039e-01 6.85562e+01 9.32066e+06
4.60154e-01 6.84691e+01 9.32066e+06
4.56312e-01 6.83820e+01 9.32066e+06
4.52509e-01 6.82953e+01 9.32066e+06
4.48748e-01 6.82083e+01 9.32066e+06
4.45024e-01 6.81220e+01 9.32066e+06
4.41346e-01 6.80361e+01 9.32066e+06
4.37717e-01 6.79504e+01 9.32066e+06
4.34130e-01 6.78648e+01 9.32066e+06
4.30574e-01 6.77796e+01 9.32066e+06
4.27059e-01 6.76950e+01 9.32066e+06
4.23599e-01 6.76109e+01 9.32066e+06
4.20195e-01 6.75270e+01 9.32066e+06
4.16839e-01 6.74434e+01 9.32066e+06
4.13521e-01 6.73600e+01 9.32066e+06
4.10236e-01 6.72766e+01 9.32066e+06
4.06986e-01 6.71934e+01 9.32066e+06
4.03769e-01 6.71106e+01 9.32066e+06
4.00590e-01 6.70283e+01 9.32066e+06
3.97450e-01 6.69461e+01 9.32066e+06
3.94344e-01 6.68642e+01 9.32066e+06
3.91271e-01 6.67826e+01 9.32066e+06
3.88231e-01 6.67012e+01 9.32066e+06
3.85223e-01 6.66204e+01 9.32066e+06
3.82251e-01 6.65396e+01 9.32066e+06
3.79308e-01 6.64589e+01 9.32066e+06
3.76392e-01 6.63788e+01 9.32066e+06
3.73510e-01 6.62992e+01 9.32066e+06
3.70661e-01 6.62197e+01 9.32066e+06
3.67834e-01 6.61403e+01 9.32066e+06
3.65036e-01 6.60608e+01 9.32066e+06
3.62261e-01 6.59815e+01 9.32066e+06
3.59520e-01 6.59028e+01 9.32066e+06
3.56808e-01 6.58242e+01 9.32066e+06
3.54118e-01 6.57461e+01 9.32066e+06
3.51455e-01 6.56684e+01 9.32066e+06
3.48820e-01 6.55910e+01 9.32066e+06
3.46212e-01 6.55139e+01 9.32066e+06
3.43630e-01 6.54370e+01 9.32066e+06
3.41076e-01 6.53599e+01 9.32066e+06
3.38541e-01 6.52831e+01 9.32066e+06
3.36030e-01 6.52063e+01 9.32066e+06
3.33541e-01 6.51296e+01 9.32066e+06
3.31073e-01 6.50531e+01 9.32066e+06
3.28624e-01 6.49770e+01 9.32066e+06
3.26202e-01 6.49011e+01 9.32066e+06
3.23805e-01 6.48255e+01 9.32066e+06
3.21430e-01 6.47499e+01 9.32066e+06
3.19076e-01 6.46745e+01 9.32066e+06
3.16744e-01 6.45997e+01 9.32066e+06
3.14439e-01 6.45256e+01 9.32066e+06
3.12166e-01 6.44517e+01 9.32066e+06
3.09919e-01 6.43779e+01 9.32066e+06
3.07693e-01 6.43048e+01 9.32066e+06
3.05495e-01 6.42317e+01 9.32066e+06
3.03318e-01 6.41587e+01 9.32066e+06
3.01156e-01 6.40863e+01 9.32066e+06
2.99024e-01 6.40141e+01 9.32066e+06
2.96912e-01 6.39423e+01 9.32066e+06
2.94821e-01 6.38707e+01 9.32066e+06
2.92747e-01 6.37992e+01 9.32066e+06
