"Temperature","K","SE.K","Fmax","Fmin","Helix","Condition","K_error"
26.67051933,161766424.942377,56348174.4386119,4.9334938007642,0.196970721505999,"G","Monovalent",0.579448470559525
27.1411295,158102841.361197,54861685.402526,4.91796649010649,0.198183644376132,"G","Monovalent",0.579448470559525
27.61940034,153920170.771309,53078489.3672401,4.90159303914439,0.199611352693415,"G","Monovalent",0.579448470559525
28.0908617,150926851.970081,52331481.4332775,4.88552513140087,0.20149489275592,"G","Monovalent",0.579448470559525
28.56705186,147685737.114909,50628843.2959183,4.86965898502753,0.202980961050043,"G","Monovalent",0.579448470559525
29.03643254,144796463.825786,49806891.4621568,4.85834972589586,0.204922967559266,"G","Monovalent",0.579448470559525
29.50628611,141354086.326758,48937641.8773918,4.84457724877911,0.206344018216081,"G","Monovalent",0.579448470559525
29.98342203,138893506.863094,47471382.1197835,4.82999238274709,0.208962755153582,"G","Monovalent",0.579448470559525
30.45412678,134996707.600902,46201099.2896958,4.81553954687321,0.21033010998396,"G","Monovalent",0.579448470559525
30.92435866,131603206.79153,44950884.2943933,4.79946680390167,0.212253641160149,"G","Monovalent",0.579448470559525
31.40253491,128483260.408015,43521798.8116149,4.78379626962925,0.214580436451734,"G","Monovalent",0.579448470559525
31.88430506,124752664.281681,42150939.5385976,4.76785824347857,0.217053540840363,"G","Monovalent",0.579448470559525
32.34593051,122339271.362842,41359677.5742131,4.75648064714065,0.219659160533731,"G","Monovalent",0.579448470559525
32.8220261,118701677.69553,39740690.8300351,4.73816691643746,0.222426497697282,"G","Monovalent",0.579448470559525
33.2949061,115172121.604878,38527822.4203666,4.72604900759267,0.225024558063242,"G","Monovalent",0.579448470559525
33.76684034,112362565.315669,37300357.4229198,4.71269883406158,0.228822238968483,"G","Monovalent",0.579448470559525
34.24113898,108455259.238316,35350481.1602233,4.69289633313197,0.232010467889214,"G","Monovalent",0.579448470559525
34.71297864,105298175.179523,34357733.0059956,4.67890418941149,0.23611279040861,"G","Monovalent",0.579448470559525
35.18566949,101651410.499886,32587805.7188843,4.6616827676547,0.240740634419156,"G","Monovalent",0.579448470559525
35.65713085,98345197.6904405,31429314.8413115,4.64654130458725,0.245862861370875,"G","Monovalent",0.579448470559525
36.13142949,94747759.9108309,30086118.3975285,4.63115040054633,0.251212842059748,"G","Monovalent",0.579448470559525
36.60317458,91629103.3768973,28982298.2601021,4.61402788061069,0.258557249972431,"G","Monovalent",0.579448470559525
37.07548712,87983321.8326497,27606655.6313596,4.59936098919766,0.26574535369685,"G","Monovalent",0.579448470559525
37.54893458,84246311.6919224,26092028.6680848,4.58121343081712,0.274371852336965,"G","Monovalent",0.579448470559525
38.02190915,80280942.4162118,24452881.2775362,4.56126857566533,0.28385718797785,"G","Monovalent",0.579448470559525
38.49478915,76862321.659221,23432529.8895957,4.54608241161773,0.294315432149506,"G","Monovalent",0.579448470559525
38.96662882,72897372.0466881,21922713.2703497,4.52763397775711,0.306658647959506,"G","Monovalent",0.579448470559525
39.44045458,69579512.1178168,21013304.417352,4.51215340361124,0.320744099682018,"G","Monovalent",0.579448470559525
39.91324,65660214.9610368,19605793.2258217,4.49306440047179,0.336511248730741,"G","Monovalent",0.579448470559525
40.38716034,61906625.9920975,18277376.9267536,4.47346367304272,0.353837866231719,"G","Monovalent",0.579448470559525
40.85975661,58097103.404281,17098671.8157074,4.45635687096478,0.373362035664594,"G","Monovalent",0.579448470559525
41.33074509,54743235.2568563,16065122.4436962,4.43986871557948,0.397099409078344,"G","Monovalent",0.579448470559525
41.80598949,50743870.143383,14804019.5048297,4.4189719159488,0.42097699639556,"G","Monovalent",0.579448470559525
42.27603221,47239868.6398335,13807858.4551464,4.40093502676757,0.44957769700234,"G","Monovalent",0.579448470559525
42.75118203,43721946.0198269,12686714.448364,4.38456533173369,0.481221394858191,"G","Monovalent",0.579448470559525
43.22368373,40431306.9778371,11816179.7873363,4.36540802936615,0.516220086536335,"G","Monovalent",0.579448470559525
43.69505051,36951345.5893796,10770704.2387319,4.34500324424557,0.552930172342182,"G","Monovalent",0.579448470559525
44.16745763,34029346.9739445,9969690.01814104,4.32662084202558,0.596346233586378,"G","Monovalent",0.579448470559525
44.64147254,31032907.4748298,9129784.73705328,4.30503326144211,0.64311034342874,"G","Monovalent",0.579448470559525
45.11482542,28357860.1768103,8475411.39138421,4.28852914836726,0.696776604693475,"G","Monovalent",0.579448470559525
45.58798915,25562668.9942079,7675259.55999525,4.26710303846086,0.752118515893519,"G","Monovalent",0.579448470559525
46.05982882,23460826.7196685,7216331.55873411,4.25199683453443,0.818460692333118,"G","Monovalent",0.579448470559525
46.53450576,21332567.3548856,6693741.98464868,4.23424644602591,0.887756153369431,"G","Monovalent",0.579448470559525
47.00435933,19212859.8493077,6169518.89342568,4.21681277834407,0.961131404512173,"G","Monovalent",0.579448470559525
47.48017118,17079158.1857777,5600721.23089765,4.19657706885424,1.03323215638426,"G","Monovalent",0.579448470559525
47.95011933,15423119.4430567,5208756.14185211,4.18022499770125,1.11879060103912,"G","Monovalent",0.579448470559525
48.4247017,13929968.6884796,4873773.86600826,4.16012599761259,1.21226852642117,"G","Monovalent",0.579448470559525
48.89777085,12411600.5832475,4497059.81926846,4.14502498912659,1.30216570932796,"G","Monovalent",0.579448470559525
49.37178576,11042694.1090916,4177581.61553772,4.12423420156483,1.40121761513789,"G","Monovalent",0.579448470559525
49.8433417,9688186.96027899,3855848.76235561,4.10592110018018,1.49586469593739,"G","Monovalent",0.579448470559525
50.31537051,8667010.91782669,3648747.80514381,4.08689474915162,1.60744595507548,"G","Monovalent",0.579448470559525
50.78872339,7741658.44369379,3480633.34255238,4.07482265264445,1.71733810766804,"G","Monovalent",0.579448470559525
51.26264373,6749696.88975815,3256516.09890625,4.05676155337249,1.81822914787723,"G","Monovalent",0.579448470559525
51.73495627,5872714.72302657,3053628.95525296,4.0378911620151,1.91845816298468,"G","Monovalent",0.579448470559525
52.20689051,5065091.23180985,2862813.35033424,4.0214571922273,2.01489331694033,"G","Monovalent",0.579448470559525
52.68194576,4374407.31975406,2721667.84496038,4.00536553907325,2.10897760518163,"G","Monovalent",0.579448470559525
53.15558237,3760100.0547492,2614394.45253982,3.98579935891758,2.20197741157814,"G","Monovalent",0.579448470559525
53.62808406,3027313.7971389,2376134.98122781,3.96892989107963,2.25258683959551,"G","Monovalent",0.579448470559525
54.10105864,2536718.52833893,2272184.2986888,3.94780743422458,2.32449418070857,"G","Monovalent",0.579448470559525
54.57233085,1988950.62585951,2079466.73263091,3.92990311983774,2.3460598793994,"G","Monovalent",0.579448470559525
55.0454,1545507.08267866,1936859.31593859,3.91233685909357,2.35224474764044,"G","Monovalent",0.579448470559525
55.51733424,1005114.48562772,1623945.94621271,3.88976465397533,2.1848094304089,"G","Monovalent",0.579448470559525
55.99059254,698530.81822,1483978.32215426,3.87196069447691,2.03025754641316,"G","Monovalent",0.579448470559525
56.46347254,275809.11832878,1127319.04723467,3.8484007091015,0.769567615853766,"G","Monovalent",0.579448470559525
56.93805491,179645.780483628,1124580.41297681,3.83688078382009,0,"G","Monovalent",0.579448470559525
57.40951627,157599.721226251,1232575.94873058,3.82739251618373,0,"G","Monovalent",0.579448470559525
57.88343661,136102.064735486,1362673.06322995,3.81709742146091,0,"G","Monovalent",0.579448470559525
58.35565458,119417.450614256,1497330.09860427,3.80696345260031,0,"G","Monovalent",0.579448470559525
58.82853458,103727.874935162,1646193.25638054,3.79334098875404,0,"G","Monovalent",0.579448470559525
59.29952306,91183.4917897977,1823482.53516982,3.78006278909412,0,"G","Monovalent",0.579448470559525
59.77211933,80519.6055131571,2003628.18381906,3.76537088947173,0,"G","Monovalent",0.579448470559525
60.24632339,71527.1772047701,2209240.04552679,3.74988339856768,0,"G","Monovalent",0.579448470559525
60.72024373,63099.0360162507,2445656.2387554,3.73065963073673,0,"G","Monovalent",0.579448470559525
61.19369118,56374.8363544115,2708050.82499008,3.71492688625064,0,"G","Monovalent",0.579448470559525
61.66477424,52782.1016926556,2875847.22990977,3.69908830127439,0,"G","Monovalent",0.579448470559525
62.13926203,48280.5223279216,3119766.5183135,3.68202662912639,0,"G","Monovalent",0.579448470559525
62.61148,44552.9173054339,3347493.43008362,3.66472913112401,0,"G","Monovalent",0.579448470559525
63.08388712,44174.8203414184,3391632.95078645,3.64980297254093,0,"G","Monovalent",0.579448470559525
63.55619966,40568.784523731,3639602.11335367,3.63018600512149,0,"G","Monovalent",0.579448470559525
64.02879594,42938.2087502421,3466051.19335901,3.61242051649093,0,"G","Monovalent",0.579448470559525
64.50281085,40311.2922886254,3618197.32440286,3.58915596904754,0,"G","Monovalent",0.579448470559525
64.97644746,39863.2474272827,3676149.80989579,3.56918134298466,0,"G","Monovalent",0.579448470559525
65.44781424,37960.7095507777,3903936.17743539,3.5398572533355,0,"G","Monovalent",0.579448470559525
65.92164,34696.6691795377,4286061.1855214,3.51008235983943,0,"G","Monovalent",0.579448470559525
66.39310136,36127.9026303579,4210206.44762143,3.48333151792112,0,"G","Monovalent",0.579448470559525
66.8670217,34472.2287213244,4453311.30493145,3.45590727159575,0,"G","Monovalent",0.579448470559525
67.34018542,32041.2801320074,4778238.45937614,3.42902860008704,0,"G","Monovalent",0.579448470559525
67.81230882,29767.8750326696,5272941.51567279,3.40106339997667,0,"G","Monovalent",0.579448470559525
68.28499966,27904.5777091355,5750193.82016015,3.37606190788643,0,"G","Monovalent",0.579448470559525
68.75910915,27840.1767525769,5900684.6087113,3.35183780689838,0,"G","Monovalent",0.579448470559525
69.23066509,26369.9869911073,6261245.61706616,3.32861824455758,0,"G","Monovalent",0.579448470559525
69.70609864,27046.8421490068,6229595.22064589,3.30824637276379,0,"G","Monovalent",0.579448470559525
70.17841118,25320.9224898944,6649995.67856786,3.28688671759122,0,"G","Monovalent",0.579448470559525
70.65223694,24760.968728758,6851791.75567058,3.26598153093775,0,"G","Monovalent",0.579448470559525
71.12265797,24535.6248261562,6967925.48608733,3.24712144027456,0,"G","Monovalent",0.579448470559525
71.59563254,24164.9770920405,7108218.24638526,3.22504663407794,0,"G","Monovalent",0.579448470559525
72.06841797,24354.5606871288,7116227.36148405,3.20553991935004,0,"G","Monovalent",0.579448470559525
72.54044678,24401.2904717801,7193213.1025883,3.18603604951166,0,"G","Monovalent",0.579448470559525
73.01361051,26913.4894479133,6561308.21848188,3.16961015075336,0,"G","Monovalent",0.579448470559525
73.48677424,25802.9760643169,6887464.18238742,3.14875689598071,0,"G","Monovalent",0.579448470559525
73.95984339,25657.7355671674,7012958.69714915,3.13007908108993,0,"G","Monovalent",0.579448470559525
74.43338542,26787.0722897075,6769525.4012221,3.11290041340876,0,"G","Monovalent",0.579448470559525
NA,NA,NA,NA,NA,"G","Monovalent",0.579448470559525
NA,NA,NA,NA,NA,"G","Monovalent",0.579448470559525
75.85259288,27528.7971348195,6706302.23825107,3.0559072475555,0,"G","Monovalent",0.579448470559525
76.32518915,27650.1285963497,6755047.76418075,3.03682054641535,0,"G","Monovalent",0.579448470559525
76.79844746,28444.868323774,6569299.85588413,3.01933976596804,0,"G","Monovalent",0.579448470559525
77.27047627,29783.1864369429,6359708.95257247,3.00096916222045,0,"G","Monovalent",0.579448470559525
77.74184306,29577.5083655204,6438265.08001886,2.98217068109346,0,"G","Monovalent",0.579448470559525
NA,NA,NA,NA,NA,"G","Monovalent",0.579448470559525
78.68968373,30954.9074168975,6240202.66091823,2.94514222272482,0,"G","Monovalent",0.579448470559525
79.16019933,31662.1288100094,6147042.65928773,2.92675500691615,0,"G","Monovalent",0.579448470559525
79.63497085,32203.2742151413,6113297.30344177,2.90841461509926,0,"G","Monovalent",0.579448470559525
80.10879661,32573.9652165652,6112650.47213176,2.89058143989913,0,"G","Monovalent",0.579448470559525
23.36253458,474021383.846231,260308753.939454,4.91196579407089,0.370338970540465,"H","Monovalent",0.313357854162253
23.8309695,458888201.402672,247451031.908652,4.90375071383179,0.373326098980579,"H","Monovalent",0.313357854162253
24.30432238,438621812.739954,234658332.566796,4.8889704627447,0.376034847551288,"H","Monovalent",0.313357854162253
24.77881018,415903240.622207,217544676.036397,4.87370154451085,0.379027811439718,"H","Monovalent",0.313357854162253
25.25481118,394661817.157848,200617700.32571,4.85344993642949,0.382389972961293,"H","Monovalent",0.313357854162253
25.72693458,371336450.446701,181623572.220956,4.83233639672,0.386223527758992,"H","Monovalent",0.313357854162253
26.1973556,350342506.582363,167384165.926171,4.81452789323416,0.390474874176281,"H","Monovalent",0.313357854162253
26.67231627,328767556.97839,153534872.078618,4.80011823996104,0.394205159255289,"H","Monovalent",0.313357854162253
27.14283187,308917248.315348,141677152.045229,4.7810077355358,0.399213885993229,"H","Monovalent",0.313357854162253
27.61788712,289130491.89013,130288047.512252,4.76593301001282,0.404686812954213,"H","Monovalent",0.313357854162253
28.09095627,269400951.252926,120220808.690034,4.75098001636085,0.411219565258936,"H","Monovalent",0.313357854162253
28.56771389,248378019.512902,107607626.755237,4.73147639786016,0.418249704482996,"H","Monovalent",0.313357854162253
29.03624339,229134891.386836,97027621.7800931,4.71487407243933,0.425879469050636,"H","Monovalent",0.313357854162253
29.51092034,210454759.609729,87368428.3479725,4.69574017577089,0.434810922780856,"H","Monovalent",0.313357854162253
29.9855027,194197867.699158,78605095.8764929,4.68010668406653,0.445706093228823,"H","Monovalent",0.313357854162253
30.45110035,178575209.254844,71509575.934297,4.66732242190488,0.457276752721843,"H","Monovalent",0.313357854162253
30.92965491,162202404.899883,62639073.5963708,4.64757064215296,0.47112348928706,"H","Monovalent",0.313357854162253
31.40527762,146678277.970782,55245511.253056,4.63188681084563,0.485443799060328,"H","Monovalent",0.313357854162253
31.8809949,133189532.314885,48902698.0184079,4.61449435103188,0.502609391765072,"H","Monovalent",0.313357854162253
